Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,653026,-,-,-,59.89,10.74,1,2,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,
2017,1,2,9,30,0,0,0,N/A
2017,1,2,10,30,15,0,15,N/A
2017,1,2,11,30,16,0,16,N/A
2017,1,2,12,30,38,510,103,N/A
2017,1,2,13,30,33,469,85,N/A
2017,1,2,14,30,23,323,42,N/A
2017,1,2,15,30,0,0,0,N/A
2017,1,2,16,30,0,0,0,N/A
2017,1,2,17,30,0,0,0,N/A
2017,1,2,18,30,0,0,0,N/A
2017,1,2,19,30,0,0,0,N/A
2017,1,2,20,30,0,0,0,N/A
2017,1,2,21,30,0,0,0,N/A
2017,1,2,22,30,0,0,0,N/A
2017,1,2,23,30,0,0,0,N/A
2017,1,3,0,30,0,0,0,N/A
2017,1,3,1,30,0,0,0,N/A
2017,1,3,2,30,0,0,0,N/A
2017,1,3,3,30,0,0,0,N/A
2017,1,3,4,30,0,0,0,N/A
2017,1,3,5,30,0,0,0,N/A
2017,1,3,6,30,0,0,0,N/A
2017,1,3,7,30,0,0,0,N/A
2017,1,3,8,30,0,0,0,N/A
2017,1,3,9,30,0,0,0,N/A
2017,1,3,10,30,15,0,15,N/A
2017,1,3,11,30,23,0,23,N/A
2017,1,3,12,30,17,0,17,N/A
2017,1,3,13,30,33,445,83,N/A
2017,1,3,14,30,7,0,7,N/A
2017,1,3,15,30,0,0,0,N/A
2017,1,3,16,30,0,0,0,N/A
2017,1,3,17,30,0,0,0,N/A
2017,1,3,18,30,0,0,0,N/A
2017,1,3,19,30,0,0,0,N/A
2017,1,3,20,30,0,0,0,N/A
2017,1,3,21,30,0,0,0,N/A
2017,1,3,22,30,0,0,0,N/A
2017,1,3,23,30,0,0,0,N/A
2017,1,4,0,30,0,0,0,N/A
2017,1,4,1,30,0,0,0,N/A
2017,1,4,2,30,0,0,0,N/A
2017,1,4,3,30,0,0,0,N/A
2017,1,4,4,30,0,0,0,N/A
2017,1,4,5,30,0,0,0,N/A
2017,1,4,6,30,0,0,0,N/A
2017,1,4,7,30,0,0,0,N/A
2017,1,4,8,30,0,0,0,N/A
2017,1,4,9,30,0,0,0,N/A
2017,1,4,10,30,10,0,10,N/A
2017,1,4,11,30,16,0,16,N/A
2017,1,4,12,30,26,0,26,N/A
2017,1,4,13,30,22,0,22,N/A
2017,1,4,14,30,13,0,13,N/A
2017,1,4,15,30,0,0,0,N/A
2017,1,4,16,30,0,0,0,N/A
2017,1,4,17,30,0,0,0,N/A
2017,1,4,18,30,0,0,0,N/A
2017,1,4,19,30,0,0,0,N/A
2017,1,4,20,30,0,0,0,N/A
2017,1,4,21,30,0,0,0,N/A
2017,1,4,22,30,0,0,0,N/A
2017,1,4,23,30,0,0,0,N/A
2017,1,5,0,30,0,0,0,N/A
2017,1,5,1,30,0,0,0,N/A
2017,1,5,2,30,0,0,0,N/A
2017,1,5,3,30,0,0,0,N/A
2017,1,5,4,30,0,0,0,N/A
2017,1,5,5,30,0,0,0,N/A
2017,1,5,6,30,0,0,0,N/A
2017,1,5,7,30,0,0,0,N/A
2017,1,5,8,30,0,0,0,N/A
2017,1,5,9,30,0,0,0,N/A
2017,1,5,10,30,27,438,63,N/A
2017,1,5,11,30,35,552,103,N/A
2017,1,5,12,30,37,579,115,N/A
2017,1,5,13,30,34,536,96,N/A
2017,1,5,14,30,24,385,49,N/A
2017,1,5,15,30,0,0,0,N/A
2017,1,5,16,30,0,0,0,N/A
2017,1,5,17,30,0,0,0,N/A
2017,1,5,18,30,0,0,0,N/A
2017,1,5,19,30,0,0,0,N/A
2017,1,5,20,30,0,0,0,N/A
2017,1,5,21,30,0,0,0,N/A
2017,1,5,22,30,0,0,0,N/A
2017,1,5,23,30,0,0,0,N/A
2017,1,6,0,30,0,0,0,N/A
2017,1,6,1,30,0,0,0,N/A
2017,1,6,2,30,0,0,0,N/A
2017,1,6,3,30,0,0,0,N/A
2017,1,6,4,30,0,0,0,N/A
2017,1,6,5,30,0,0,0,N/A
2017,1,6,6,30,0,0,0,N/A
2017,1,6,7,30,0,0,0,N/A
2017,1,6,8,30,0,0,0,N/A
2017,1,6,9,30,0,0,0,N/A
2017,1,6,10,30,16,0,16,N/A
2017,1,6,11,30,24,0,24,N/A
2017,1,6,12,30,26,0,26,N/A
2017,1,6,13,30,22,0,22,N/A
2017,1,6,14,30,13,0,13,N/A
2017,1,6,15,30,0,0,0,N/A
2017,1,6,16,30,0,0,0,N/A
2017,1,6,17,30,0,0,0,N/A
2017,1,6,18,30,0,0,0,N/A
2017,1,6,19,30,0,0,0,N/A
2017,1,6,20,30,0,0,0,N/A
2017,1,6,21,30,0,0,0,N/A
2017,1,6,22,30,0,0,0,N/A
2017,1,6,23,30,0,0,0,N/A
2017,1,7,0,30,0,0,0,N/A
2017,1,7,1,30,0,0,0,N/A
2017,1,7,2,30,0,0,0,N/A
2017,1,7,3,30,0,0,0,N/A
2017,1,7,4,30,0,0,0,N/A
2017,1,7,5,30,0,0,0,N/A
2017,1,7,6,30,0,0,0,N/A
2017,1,7,7,30,0,0,0,N/A
2017,1,7,8,30,0,0,0,N/A
2017,1,7,9,30,0,0,0,N/A
2017,1,7,10,30,16,0,16,N/A
2017,1,7,11,30,25,0,25,N/A
2017,1,7,12,30,27,0,27,N/A
2017,1,7,13,30,23,0,23,N/A
2017,1,7,14,30,14,0,14,N/A
2017,1,7,15,30,0,0,0,N/A
2017,1,7,16,30,0,0,0,N/A
2017,1,7,17,30,0,0,0,N/A
2017,1,7,18,30,0,0,0,N/A
2017,1,7,19,30,0,0,0,N/A
2017,1,7,20,30,0,0,0,N/A
2017,1,7,21,30,0,0,0,N/A
2017,1,7,22,30,0,0,0,N/A
2017,1,7,23,30,0,0,0,N/A
2017,1,8,0,30,0,0,0,N/A
2017,1,8,1,30,0,0,0,N/A
2017,1,8,2,30,0,0,0,N/A
2017,1,8,3,30,0,0,0,N/A
2017,1,8,4,30,0,0,0,N/A
2017,1,8,5,30,0,0,0,N/A
2017,1,8,6,30,0,0,0,N/A
2017,1,8,7,30,0,0,0,N/A
2017,1,8,8,30,0,0,0,N/A
2017,1,8,9,30,11,158,14,N/A
2017,1,8,10,30,26,412,61,N/A
2017,1,8,11,30,24,0,24,N/A
2017,1,8,12,30,35,551,113,N/A
2017,1,8,13,30,23,0,23,N/A
2017,1,8,14,30,14,0,14,N/A
2017,1,8,15,30,0,0,0,N/A
2017,1,8,16,30,0,0,0,N/A
2017,1,8,17,30,0,0,0,N/A
2017,1,8,18,30,0,0,0,N/A
2017,1,8,19,30,0,0,0,N/A
2017,1,8,20,30,0,0,0,N/A
2017,1,8,21,30,0,0,0,N/A
2017,1,8,22,30,0,0,0,N/A
2017,1,8,23,30,0,0,0,N/A
2017,1,9,0,30,0,0,0,N/A
2017,1,9,1,30,0,0,0,N/A
2017,1,9,2,30,0,0,0,N/A
2017,1,9,3,30,0,0,0,N/A
2017,1,9,4,30,0,0,0,N/A
2017,1,9,5,30,0,0,0,N/A
2017,1,9,6,30,0,0,0,N/A
2017,1,9,7,30,0,0,0,N/A
2017,1,9,8,30,0,0,0,N/A
2017,1,9,9,30,11,181,15,N/A
2017,1,9,10,30,17,0,17,N/A
2017,1,9,11,30,17,0,17,N/A
2017,1,9,12,30,27,0,27,N/A
2017,1,9,13,30,16,0,16,N/A
2017,1,9,14,30,9,0,9,N/A
2017,1,9,15,30,0,0,0,N/A
2017,1,9,16,30,0,0,0,N/A
2017,1,9,17,30,0,0,0,N/A
2017,1,9,18,30,0,0,0,N/A
2017,1,9,19,30,0,0,0,N/A
2017,1,9,20,30,0,0,0,N/A
2017,1,9,21,30,0,0,0,N/A
2017,1,9,22,30,0,0,0,N/A
2017,1,9,23,30,0,0,0,N/A
2017,1,10,0,30,0,0,0,N/A
2017,1,10,1,30,0,0,0,N/A
2017,1,10,2,30,0,0,0,N/A
2017,1,10,3,30,0,0,0,N/A
2017,1,10,4,30,0,0,0,N/A
2017,1,10,5,30,0,0,0,N/A
2017,1,10,6,30,0,0,0,N/A
2017,1,10,7,30,0,0,0,N/A
2017,1,10,8,30,0,0,0,N/A
2017,1,10,9,30,11,40,11,N/A
2017,1,10,10,30,17,0,17,N/A
2017,1,10,11,30,25,0,25,N/A
2017,1,10,12,30,28,0,28,N/A
2017,1,10,13,30,24,0,24,N/A
2017,1,10,14,30,10,0,10,N/A
2017,1,10,15,30,0,0,0,N/A
2017,1,10,16,30,0,0,0,N/A
2017,1,10,17,30,0,0,0,N/A
2017,1,10,18,30,0,0,0,N/A
2017,1,10,19,30,0,0,0,N/A
2017,1,10,20,30,0,0,0,N/A
2017,1,10,21,30,0,0,0,N/A
2017,1,10,22,30,0,0,0,N/A
2017,1,10,23,30,0,0,0,N/A
2017,1,11,0,30,0,0,0,N/A
2017,1,11,1,30,0,0,0,N/A
2017,1,11,2,30,0,0,0,N/A
2017,1,11,3,30,0,0,0,N/A
2017,1,11,4,30,0,0,0,N/A
2017,1,11,5,30,0,0,0,N/A
2017,1,11,6,30,0,0,0,N/A
2017,1,11,7,30,0,0,0,N/A
2017,1,11,8,30,0,0,0,N/A
2017,1,11,9,30,3,56,4,N/A
2017,1,11,10,30,11,0,11,N/A
2017,1,11,11,30,26,0,26,N/A
2017,1,11,12,30,29,0,29,N/A
2017,1,11,13,30,17,0,17,N/A
2017,1,11,14,30,16,0,16,N/A
2017,1,11,15,30,0,0,0,N/A
2017,1,11,16,30,0,0,0,N/A
2017,1,11,17,30,0,0,0,N/A
2017,1,11,18,30,0,0,0,N/A
2017,1,11,19,30,0,0,0,N/A
2017,1,11,20,30,0,0,0,N/A
2017,1,11,21,30,0,0,0,N/A
2017,1,11,22,30,0,0,0,N/A
2017,1,11,23,30,0,0,0,N/A
2017,1,12,0,30,0,0,0,N/A
2017,1,12,1,30,0,0,0,N/A
2017,1,12,2,30,0,0,0,N/A
2017,1,12,3,30,0,0,0,N/A
2017,1,12,4,30,0,0,0,N/A
2017,1,12,5,30,0,0,0,N/A
2017,1,12,6,30,0,0,0,N/A
2017,1,12,7,30,0,0,0,N/A
2017,1,12,8,30,0,0,0,N/A
2017,1,12,9,30,5,1,5,N/A
2017,1,12,10,30,18,0,18,N/A
2017,1,12,11,30,27,0,27,N/A
2017,1,12,12,30,30,0,30,N/A
2017,1,12,13,30,18,0,18,N/A
2017,1,12,14,30,17,0,17,N/A
2017,1,12,15,30,0,0,0,N/A
2017,1,12,16,30,0,0,0,N/A
2017,1,12,17,30,0,0,0,N/A
2017,1,12,18,30,0,0,0,N/A
2017,1,12,19,30,0,0,0,N/A
2017,1,12,20,30,0,0,0,N/A
2017,1,12,21,30,0,0,0,N/A
2017,1,12,22,30,0,0,0,N/A
2017,1,12,23,30,0,0,0,N/A
2017,1,13,0,30,0,0,0,N/A
2017,1,13,1,30,0,0,0,N/A
2017,1,13,2,30,0,0,0,N/A
2017,1,13,3,30,0,0,0,N/A
2017,1,13,4,30,0,0,0,N/A
2017,1,13,5,30,0,0,0,N/A
2017,1,13,6,30,0,0,0,N/A
2017,1,13,7,30,0,0,0,N/A
2017,1,13,8,30,0,0,0,N/A
2017,1,13,9,30,14,204,19,N/A
2017,1,13,10,30,28,470,74,N/A
2017,1,13,11,30,35,581,117,N/A
2017,1,13,12,30,37,612,132,N/A
2017,1,13,13,30,34,580,114,N/A
2017,1,13,14,30,26,465,67,N/A
2017,1,13,15,30,0,0,0,N/A
2017,1,13,16,30,0,0,0,N/A
2017,1,13,17,30,0,0,0,N/A
2017,1,13,18,30,0,0,0,N/A
2017,1,13,19,30,0,0,0,N/A
2017,1,13,20,30,0,0,0,N/A
2017,1,13,21,30,0,0,0,N/A
2017,1,13,22,30,0,0,0,N/A
2017,1,13,23,30,0,0,0,N/A
2017,1,14,0,30,0,0,0,N/A
2017,1,14,1,30,0,0,0,N/A
2017,1,14,2,30,0,0,0,N/A
2017,1,14,3,30,0,0,0,N/A
2017,1,14,4,30,0,0,0,N/A
2017,1,14,5,30,0,0,0,N/A
2017,1,14,6,30,0,0,0,N/A
2017,1,14,7,30,0,0,0,N/A
2017,1,14,8,30,0,0,0,N/A
2017,1,14,9,30,6,0,6,N/A
2017,1,14,10,30,19,0,19,N/A
2017,1,14,11,30,28,0,28,N/A
2017,1,14,12,30,31,0,31,N/A
2017,1,14,13,30,27,0,27,N/A
2017,1,14,14,30,18,0,18,N/A
2017,1,14,15,30,13,89,14,N/A
2017,1,14,16,30,0,0,0,N/A
2017,1,14,17,30,0,0,0,N/A
2017,1,14,18,30,0,0,0,N/A
2017,1,14,19,30,0,0,0,N/A
2017,1,14,20,30,0,0,0,N/A
2017,1,14,21,30,0,0,0,N/A
2017,1,14,22,30,0,0,0,N/A
2017,1,14,23,30,0,0,0,N/A
2017,1,15,0,30,0,0,0,N/A
2017,1,15,1,30,0,0,0,N/A
2017,1,15,2,30,0,0,0,N/A
2017,1,15,3,30,0,0,0,N/A
2017,1,15,4,30,0,0,0,N/A
2017,1,15,5,30,0,0,0,N/A
2017,1,15,6,30,0,0,0,N/A
2017,1,15,7,30,0,0,0,N/A
2017,1,15,8,30,0,0,0,N/A
2017,1,15,9,30,16,201,22,N/A
2017,1,15,10,30,32,457,78,N/A
2017,1,15,11,30,40,565,122,N/A
2017,1,15,12,30,42,593,137,N/A
2017,1,15,13,30,39,558,119,N/A
2017,1,15,14,30,30,446,73,N/A
2017,1,15,15,30,13,186,17,N/A
2017,1,15,16,30,0,0,0,N/A
2017,1,15,17,30,0,0,0,N/A
2017,1,15,18,30,0,0,0,N/A
2017,1,15,19,30,0,0,0,N/A
2017,1,15,20,30,0,0,0,N/A
2017,1,15,21,30,0,0,0,N/A
2017,1,15,22,30,0,0,0,N/A
2017,1,15,23,30,0,0,0,N/A
2017,1,16,0,30,0,0,0,N/A
2017,1,16,1,30,0,0,0,N/A
2017,1,16,2,30,0,0,0,N/A
2017,1,16,3,30,0,0,0,N/A
2017,1,16,4,30,0,0,0,N/A
2017,1,16,5,30,0,0,0,N/A
2017,1,16,6,30,0,0,0,N/A
2017,1,16,7,30,0,0,0,N/A
2017,1,16,8,30,0,0,0,N/A
2017,1,16,9,30,16,258,25,N/A
2017,1,16,10,30,30,507,83,N/A
2017,1,16,11,30,37,613,129,N/A
2017,1,16,12,30,38,644,144,N/A
2017,1,16,13,30,35,617,126,N/A
2017,1,16,14,30,28,513,79,N/A
2017,1,16,15,30,13,262,20,N/A
2017,1,16,16,30,0,0,0,N/A
2017,1,16,17,30,0,0,0,N/A
2017,1,16,18,30,0,0,0,N/A
2017,1,16,19,30,0,0,0,N/A
2017,1,16,20,30,0,0,0,N/A
2017,1,16,21,30,0,0,0,N/A
2017,1,16,22,30,0,0,0,N/A
2017,1,16,23,30,0,0,0,N/A
2017,1,17,0,30,0,0,0,N/A
2017,1,17,1,30,0,0,0,N/A
2017,1,17,2,30,0,0,0,N/A
2017,1,17,3,30,0,0,0,N/A
2017,1,17,4,30,0,0,0,N/A
2017,1,17,5,30,0,0,0,N/A
2017,1,17,6,30,0,0,0,N/A
2017,1,17,7,30,0,0,0,N/A
2017,1,17,8,30,0,0,0,N/A
2017,1,17,9,30,8,0,8,N/A
2017,1,17,10,30,27,0,27,N/A
2017,1,17,11,30,37,0,37,N/A
2017,1,17,12,30,29,0,29,N/A
2017,1,17,13,30,18,0,18,N/A
2017,1,17,14,30,10,0,10,N/A
2017,1,17,15,30,3,0,3,N/A
2017,1,17,16,30,0,0,0,N/A
2017,1,17,17,30,0,0,0,N/A
2017,1,17,18,30,0,0,0,N/A
2017,1,17,19,30,0,0,0,N/A
2017,1,17,20,30,0,0,0,N/A
2017,1,17,21,30,0,0,0,N/A
2017,1,17,22,30,0,0,0,N/A
2017,1,17,23,30,0,0,0,N/A
2017,1,18,0,30,0,0,0,N/A
2017,1,18,1,30,0,0,0,N/A
2017,1,18,2,30,0,0,0,N/A
2017,1,18,3,30,0,0,0,N/A
2017,1,18,4,30,0,0,0,N/A
2017,1,18,5,30,0,0,0,N/A
2017,1,18,6,30,0,0,0,N/A
2017,1,18,7,30,0,0,0,N/A
2017,1,18,8,30,0,0,0,N/A
2017,1,18,9,30,8,0,8,N/A
2017,1,18,10,30,22,0,22,N/A
2017,1,18,11,30,31,0,31,N/A
2017,1,18,12,30,32,0,32,N/A
2017,1,18,13,30,27,0,27,N/A
2017,1,18,14,30,19,0,19,N/A
2017,1,18,15,30,6,0,6,N/A
2017,1,18,16,30,0,0,0,N/A
2017,1,18,17,30,0,0,0,N/A
2017,1,18,18,30,0,0,0,N/A
2017,1,18,19,30,0,0,0,N/A
2017,1,18,20,30,0,0,0,N/A
2017,1,18,21,30,0,0,0,N/A
2017,1,18,22,30,0,0,0,N/A
2017,1,18,23,30,0,0,0,N/A
2017,1,19,0,30,0,0,0,N/A
2017,1,19,1,30,0,0,0,N/A
2017,1,19,2,30,0,0,0,N/A
2017,1,19,3,30,0,0,0,N/A
2017,1,19,4,30,0,0,0,N/A
2017,1,19,5,30,0,0,0,N/A
2017,1,19,6,30,0,0,0,N/A
2017,1,19,7,30,0,0,0,N/A
2017,1,19,8,30,0,0,0,N/A
2017,1,19,9,30,11,0,11,N/A
2017,1,19,10,30,32,0,32,N/A
2017,1,19,11,30,51,0,51,N/A
2017,1,19,12,30,59,0,59,N/A
2017,1,19,13,30,51,0,51,N/A
2017,1,19,14,30,27,0,27,N/A
2017,1,19,15,30,6,0,6,N/A
2017,1,19,16,30,0,0,0,N/A
2017,1,19,17,30,0,0,0,N/A
2017,1,19,18,30,0,0,0,N/A
2017,1,19,19,30,0,0,0,N/A
2017,1,19,20,30,0,0,0,N/A
2017,1,19,21,30,0,0,0,N/A
2017,1,19,22,30,0,0,0,N/A
2017,1,19,23,30,0,0,0,N/A
2017,1,20,0,30,0,0,0,N/A
2017,1,20,1,30,0,0,0,N/A
2017,1,20,2,30,0,0,0,N/A
2017,1,20,3,30,0,0,0,N/A
2017,1,20,4,30,0,0,0,N/A
2017,1,20,5,30,0,0,0,N/A
2017,1,20,6,30,0,0,0,N/A
2017,1,20,7,30,0,0,0,N/A
2017,1,20,8,30,0,0,0,N/A
2017,1,20,9,30,9,0,9,N/A
2017,1,20,10,30,26,0,26,N/A
2017,1,20,11,30,37,0,37,N/A
2017,1,20,12,30,34,0,34,N/A
2017,1,20,13,30,25,0,25,N/A
2017,1,20,14,30,16,0,16,N/A
2017,1,20,15,30,6,0,6,N/A
2017,1,20,16,30,0,0,0,N/A
2017,1,20,17,30,0,0,0,N/A
2017,1,20,18,30,0,0,0,N/A
2017,1,20,19,30,0,0,0,N/A
2017,1,20,20,30,0,0,0,N/A
2017,1,20,21,30,0,0,0,N/A
2017,1,20,22,30,0,0,0,N/A
2017,1,20,23,30,0,0,0,N/A
2017,1,21,0,30,0,0,0,N/A
2017,1,21,1,30,0,0,0,N/A
2017,1,21,2,30,0,0,0,N/A
2017,1,21,3,30,0,0,0,N/A
2017,1,21,4,30,0,0,0,N/A
2017,1,21,5,30,0,0,0,N/A
2017,1,21,6,30,0,0,0,N/A
2017,1,21,7,30,0,0,0,N/A
2017,1,21,8,30,0,0,0,N/A
2017,1,21,9,30,18,61,21,N/A
2017,1,21,10,30,34,412,84,N/A
2017,1,21,11,30,42,501,125,N/A
2017,1,21,12,30,46,504,137,N/A
2017,1,21,13,30,44,463,120,N/A
2017,1,21,14,30,36,352,77,N/A
2017,1,21,15,30,17,128,23,N/A
2017,1,21,16,30,0,0,0,N/A
2017,1,21,17,30,0,0,0,N/A
2017,1,21,18,30,0,0,0,N/A
2017,1,21,19,30,0,0,0,N/A
2017,1,21,20,30,0,0,0,N/A
2017,1,21,21,30,0,0,0,N/A
2017,1,21,22,30,0,0,0,N/A
2017,1,21,23,30,0,0,0,N/A
2017,1,22,0,30,0,0,0,N/A
2017,1,22,1,30,0,0,0,N/A
2017,1,22,2,30,0,0,0,N/A
2017,1,22,3,30,0,0,0,N/A
2017,1,22,4,30,0,0,0,N/A
2017,1,22,5,30,0,0,0,N/A
2017,1,22,6,30,0,0,0,N/A
2017,1,22,7,30,0,0,0,N/A
2017,1,22,8,30,0,0,0,N/A
2017,1,22,9,30,8,0,8,N/A
2017,1,22,10,30,17,0,17,N/A
2017,1,22,11,30,24,0,24,N/A
2017,1,22,12,30,28,0,28,N/A
2017,1,22,13,30,26,0,26,N/A
2017,1,22,14,30,19,0,19,N/A
2017,1,22,15,30,9,0,9,N/A
2017,1,22,16,30,0,0,0,N/A
2017,1,22,17,30,0,0,0,N/A
2017,1,22,18,30,0,0,0,N/A
2017,1,22,19,30,0,0,0,N/A
2017,1,22,20,30,0,0,0,N/A
2017,1,22,21,30,0,0,0,N/A
2017,1,22,22,30,0,0,0,N/A
2017,1,22,23,30,0,0,0,N/A
2017,1,23,0,30,0,0,0,N/A
2017,1,23,1,30,0,0,0,N/A
2017,1,23,2,30,0,0,0,N/A
2017,1,23,3,30,0,0,0,N/A
2017,1,23,4,30,0,0,0,N/A
2017,1,23,5,30,0,0,0,N/A
2017,1,23,6,30,0,0,0,N/A
2017,1,23,7,30,0,0,0,N/A
2017,1,23,8,30,0,0,0,N/A
2017,1,23,9,30,15,0,15,N/A
2017,1,23,10,30,39,0,39,N/A
2017,1,23,11,30,54,349,115,N/A
2017,1,23,12,30,38,684,168,N/A
2017,1,23,13,30,36,658,150,N/A
2017,1,23,14,30,30,568,102,N/A
2017,1,23,15,30,18,368,37,N/A
2017,1,23,16,30,0,0,0,N/A
2017,1,23,17,30,0,0,0,N/A
2017,1,23,18,30,0,0,0,N/A
2017,1,23,19,30,0,0,0,N/A
2017,1,23,20,30,0,0,0,N/A
2017,1,23,21,30,0,0,0,N/A
2017,1,23,22,30,0,0,0,N/A
2017,1,23,23,30,0,0,0,N/A
2017,1,24,0,30,0,0,0,N/A
2017,1,24,1,30,0,0,0,N/A
2017,1,24,2,30,0,0,0,N/A
2017,1,24,3,30,0,0,0,N/A
2017,1,24,4,30,0,0,0,N/A
2017,1,24,5,30,0,0,0,N/A
2017,1,24,6,30,0,0,0,N/A
2017,1,24,7,30,0,0,0,N/A
2017,1,24,8,30,0,0,0,N/A
2017,1,24,9,30,22,96,27,N/A
2017,1,24,10,30,40,0,40,N/A
2017,1,24,11,30,56,346,117,N/A
2017,1,24,12,30,65,0,65,N/A
2017,1,24,13,30,58,0,58,N/A
2017,1,24,14,30,40,0,40,N/A
2017,1,24,15,30,21,330,39,N/A
2017,1,24,16,30,0,0,0,N/A
2017,1,24,17,30,0,0,0,N/A
2017,1,24,18,30,0,0,0,N/A
2017,1,24,19,30,0,0,0,N/A
2017,1,24,20,30,0,0,0,N/A
2017,1,24,21,30,0,0,0,N/A
2017,1,24,22,30,0,0,0,N/A
2017,1,24,23,30,0,0,0,N/A
2017,1,25,0,30,0,0,0,N/A
2017,1,25,1,30,0,0,0,N/A
2017,1,25,2,30,0,0,0,N/A
2017,1,25,3,30,0,0,0,N/A
2017,1,25,4,30,0,0,0,N/A
2017,1,25,5,30,0,0,0,N/A
2017,1,25,6,30,0,0,0,N/A
2017,1,25,7,30,0,0,0,N/A
2017,1,25,8,30,0,0,0,N/A
2017,1,25,9,30,17,0,17,N/A
2017,1,25,10,30,41,0,41,N/A
2017,1,25,11,30,44,596,153,N/A
2017,1,25,12,30,46,636,172,N/A
2017,1,25,13,30,44,609,154,N/A
2017,1,25,14,30,36,517,106,N/A
2017,1,25,15,30,21,320,41,N/A
2017,1,25,16,30,0,0,0,N/A
2017,1,25,17,30,0,0,0,N/A
2017,1,25,18,30,0,0,0,N/A
2017,1,25,19,30,0,0,0,N/A
2017,1,25,20,30,0,0,0,N/A
2017,1,25,21,30,0,0,0,N/A
2017,1,25,22,30,0,0,0,N/A
2017,1,25,23,30,0,0,0,N/A
2017,1,26,0,30,0,0,0,N/A
2017,1,26,1,30,0,0,0,N/A
2017,1,26,2,30,0,0,0,N/A
2017,1,26,3,30,0,0,0,N/A
2017,1,26,4,30,0,0,0,N/A
2017,1,26,5,30,0,0,0,N/A
2017,1,26,6,30,0,0,0,N/A
2017,1,26,7,30,0,0,0,N/A
