Date/Time,Electricity:Facility [J](TimeStep),InteriorEquipment:Electricity [J](TimeStep),InteriorLights:Electricity [J](TimeStep),DistrictCooling:Facility [J](TimeStep),DistrictHeating:Facility [J](TimeStep),Carbon Equivalent:Facility [kg](TimeStep) 
 01/01  10:30:00,312468.0130924739,281779.4080924739,30688.605,0.0,455884.0068433429,0.0 
 01/01  10:45:00,312468.0130924739,281779.4080924739,30688.605,0.0,417537.73456851209,0.0 
 01/01  11:00:00,312468.0130924739,281779.4080924739,30688.605,0.0,408473.2125222734,0.0 
 01/01  11:15:00,312468.0130924739,281779.4080924739,30688.605,0.0,402161.9454250858,0.0 
 01/01  11:30:00,312468.0130924739,281779.4080924739,30688.605,0.0,401889.92045379496,0.0 
 01/01  11:45:00,312468.0130924739,281779.4080924739,30688.605,0.0,415961.78569969258,0.0 
 01/01  12:00:00,312468.0130924739,281779.4080924739,30688.605,0.0,427045.53337613286,0.0 
 01/01  12:15:00,312468.0130924739,281779.4080924739,30688.605,0.0,436197.2801091138,0.0 
 01/01  12:30:00,312468.0130924739,281779.4080924739,30688.605,0.0,443354.7652468351,0.0 
 01/01  12:45:00,312468.0130924739,281779.4080924739,30688.605,0.0,440774.96784780008,0.0 
 01/01  13:00:00,312468.0130924739,281779.4080924739,30688.605,0.0,438929.6276960032,0.0 
 01/01  13:15:00,312468.0130924739,281779.4080924739,30688.605,0.0,435317.93443020046,0.0 
 01/01  13:30:00,312468.0130924739,281779.4080924739,30688.605,0.0,432314.08621682637,0.0 
 01/01  13:45:00,312468.0130924739,281779.4080924739,30688.605,0.0,433076.223106535,0.0 
 01/01  14:00:00,312468.0130924739,281779.4080924739,30688.605,0.0,434232.2639037527,0.0 
 01/01  14:15:00,312468.0130924739,281779.4080924739,30688.605,0.0,435546.1598443518,0.0 
 01/01  14:30:00,312468.0130924739,281779.4080924739,30688.605,0.0,437314.0782902681,0.0 
 01/01  14:45:00,312468.0130924739,281779.4080924739,30688.605,0.0,441782.84722886557,0.0 
 01/01  15:00:00,312468.0130924739,281779.4080924739,30688.605,0.0,447525.2405158621,0.0 
 01/01  15:15:00,588665.4580924739,281779.4080924739,306886.05,0.0,457845.41801928987,0.0 
 01/01  15:30:00,588665.4580924739,281779.4080924739,306886.05,0.0,462563.96216098757,0.0 
 01/01  15:45:00,588665.4580924739,281779.4080924739,306886.05,0.0,466794.42305934338,0.0 
 01/01  16:00:00,588665.4580924739,281779.4080924739,306886.05,0.0,470851.23438870956,0.0 
 01/01  16:15:00,588665.4580924739,281779.4080924739,306886.05,0.0,474651.13350939177,0.0 
 01/01  16:30:00,588665.4580924739,281779.4080924739,306886.05,0.0,478235.4455698198,0.0 
 01/01  16:45:00,588665.4580924739,281779.4080924739,306886.05,0.0,481599.8433406785,0.0 
 01/01  17:00:00,588665.4580924739,281779.4080924739,306886.05,0.0,484753.1867966483,0.0 
 01/01  17:15:00,640656.7795104929,333770.729510493,306886.05,0.0,445382.19791532706,0.0 
 01/01  17:30:00,640656.7795104929,333770.729510493,306886.05,0.0,447593.2518543688,0.0 
 01/01  17:45:00,640656.7795104929,333770.729510493,306886.05,0.0,449786.7424586227,0.0 
 01/01  18:00:00,640656.7795104929,333770.729510493,306886.05,0.0,451844.8756715619,0.0 
 01/01  18:15:00,712289.250928512,385762.050928512,326527.2,0.0,404282.8241839412,0.0 
 01/01  18:30:00,712289.250928512,385762.050928512,326527.2,0.0,405856.3342109035,0.0 
 01/01  18:45:00,712289.250928512,385762.050928512,326527.2,0.0,407724.2846988256,0.0 
 01/01  19:00:00,712289.250928512,385762.050928512,326527.2,0.0,409838.5433027991,0.0 
 01/01  19:15:00,777477.3525819811,437751.6525819809,339725.7,0.0,365552.1582240186,0.0 
 01/01  19:30:00,777477.3525819811,437751.6525819809,339725.7,0.0,367961.258758573,0.0 
 01/01  19:45:00,777477.3525819811,437751.6525819809,339725.7,0.0,370671.4679586477,0.0 
 01/01  20:00:00,777477.3525819811,437751.6525819809,339725.7,0.0,373454.5489512724,0.0 
 01/01  20:15:00,829468.674,489742.97399999995,339725.7,0.0,334667.56711421129,0.0 
 01/01  20:30:00,829468.674,489742.97399999995,339725.7,0.0,337788.80400312706,0.0 
 01/01  20:45:00,829468.674,489742.97399999995,339725.7,0.0,341062.4713750275,0.0 
 01/01  21:00:00,829468.674,489742.97399999995,339725.7,0.0,344380.84898947676,0.0 
 01/01  21:15:00,829468.674,489742.97399999995,339725.7,0.0,345338.12885055647,0.0 
 01/01  21:30:00,829468.674,489742.97399999995,339725.7,0.0,347482.3776719547,0.0 
 01/01  21:45:00,829468.674,489742.97399999995,339725.7,0.0,349618.05383168839,0.0 
 01/01  22:00:00,829468.674,489742.97399999995,339725.7,0.0,351742.7660411556,0.0 
 01/01  22:15:00,696458.992581981,437751.6525819809,258707.34,0.0,403072.41646989769,0.0 
 01/01  22:30:00,696458.992581981,437751.6525819809,258707.34,0.0,404349.58627157329,0.0 
 01/01  22:45:00,696458.992581981,437751.6525819809,258707.34,0.0,405377.3393409632,0.0 
 01/01  23:00:00,696458.992581981,437751.6525819809,258707.34,0.0,406315.24686980576,0.0 
 01/01  23:15:00,395147.93951049298,333770.729510493,61377.21,0.0,515662.27590200238,0.0 
 01/01  23:30:00,395147.93951049298,333770.729510493,61377.21,0.0,570910.4243152989,0.0 
 01/01  23:45:00,395147.93951049298,333770.729510493,61377.21,0.0,561145.6851023554,0.0 
 01/01  24:00:00,395147.93951049298,333770.729510493,61377.21,0.0,579385.2797042276,0.0 
 01/02  00:15:00,281779.4080924739,281779.4080924739,0.0,0.0,658176.0062285722,0.0 
 01/02  00:30:00,281779.4080924739,281779.4080924739,0.0,0.0,672219.5396925338,0.0 
 01/02  00:45:00,281779.4080924739,281779.4080924739,0.0,0.0,685023.0760356295,0.0 
 01/02  01:00:00,281779.4080924739,281779.4080924739,0.0,0.0,696955.7773526281,0.0 
 01/02  01:15:00,281779.4080924739,281779.4080924739,0.0,0.0,707734.6883886979,0.0 
 01/02  01:30:00,281779.4080924739,281779.4080924739,0.0,0.0,717947.9692225086,0.0 
 01/02  01:45:00,281779.4080924739,281779.4080924739,0.0,0.0,727760.0080394124,0.0 
 01/02  02:00:00,281779.4080924739,281779.4080924739,0.0,0.0,737030.4332383256,0.0 
 01/02  02:15:00,281779.4080924739,281779.4080924739,0.0,0.0,746943.6270860822,0.0 
 01/02  02:30:00,281779.4080924739,281779.4080924739,0.0,0.0,756168.1269923346,0.0 
 01/02  02:45:00,281779.4080924739,281779.4080924739,0.0,0.0,765424.8088309672,0.0 
 01/02  03:00:00,281779.4080924739,281779.4080924739,0.0,0.0,774433.2295374463,0.0 
 01/02  03:15:00,281779.4080924739,281779.4080924739,0.0,0.0,782084.0641312798,0.0 
 01/02  03:30:00,281779.4080924739,281779.4080924739,0.0,0.0,789579.9594951093,0.0 
 01/02  03:45:00,281779.4080924739,281779.4080924739,0.0,0.0,796802.7431525191,0.0 
 01/02  04:00:00,281779.4080924739,281779.4080924739,0.0,0.0,803746.6187014028,0.0 
 01/02  04:15:00,281779.4080924739,281779.4080924739,0.0,0.0,811718.7335815753,0.0 
 01/02  04:30:00,281779.4080924739,281779.4080924739,0.0,0.0,819339.6076785666,0.0 
 01/02  04:45:00,281779.4080924739,281779.4080924739,0.0,0.0,826697.932683423,0.0 
 01/02  05:00:00,281779.4080924739,281779.4080924739,0.0,0.0,833796.1725222701,0.0 
 01/02  05:15:00,281779.4080924739,281779.4080924739,0.0,0.0,839696.5812182927,0.0 
 01/02  05:30:00,281779.4080924739,281779.4080924739,0.0,0.0,845340.491470835,0.0 
 01/02  05:45:00,281779.4080924739,281779.4080924739,0.0,0.0,850730.1965062553,0.0 
 01/02  06:00:00,281779.4080924739,281779.4080924739,0.0,0.0,855757.8071133635,0.0 
 01/02  06:15:00,301420.55809247397,281779.4080924739,19641.149999999998,0.0,854515.6569478388,0.0 
 01/02  06:30:00,301420.55809247397,281779.4080924739,19641.149999999998,0.0,860887.6121284638,0.0 
 01/02  06:45:00,301420.55809247397,281779.4080924739,19641.149999999998,0.0,867444.8242454762,0.0 
 01/02  07:00:00,301420.55809247397,281779.4080924739,19641.149999999998,0.0,874022.7952628515,0.0 
 01/02  07:15:00,778281.750928512,385762.050928512,392519.7,0.0,643776.6607932884,0.0 
 01/02  07:30:00,778281.750928512,385762.050928512,392519.7,0.0,647822.3077910568,0.0 
 01/02  07:45:00,778281.750928512,385762.050928512,392519.7,0.0,654556.8530348977,0.0 
 01/02  08:00:00,778281.750928512,385762.050928512,392519.7,0.0,662079.2095657683,0.0 
 01/02  08:15:00,882262.674,489742.97399999995,392519.7,0.0,582015.1273425229,0.0 
 01/02  08:30:00,882262.674,489742.97399999995,392519.7,0.0,586583.0381101943,0.0 
 01/02  08:45:00,882262.674,489742.97399999995,392519.7,0.0,591854.428876299,0.0 
 01/02  09:00:00,882262.674,489742.97399999995,392519.7,0.0,597615.2853893165,0.0 
 01/02  09:15:00,778281.750928512,385762.050928512,392519.7,0.0,686129.4808462687,0.0 
 01/02  09:30:00,778281.750928512,385762.050928512,392519.7,0.0,690088.854152122,0.0 
 01/02  09:45:00,720338.6958152806,385762.050928512,334576.64488676868,0.0,715359.2654922793,0.0 
 01/02  10:00:00,621876.382355958,385762.050928512,236114.33142744605,0.0,758619.2228521637,0.0 
 01/02  10:15:00,457332.91403109647,281779.4080924739,175553.50593862256,0.0,874885.1013008985,0.0 
 01/02  10:30:00,408930.4629142923,281779.4080924739,127151.0548218184,0.0,901393.2467035164,0.0 
 01/02  10:45:00,408661.25533603687,281779.4080924739,126881.84724356294,0.0,910364.7076376015,0.0 
 01/02  11:00:00,407474.7578425898,281779.4080924739,125695.34975011592,0.0,919507.6442401529,0.0 
 01/02  11:15:00,406273.4747137408,281779.4080924739,124494.06662126686,0.0,924707.78593497,0.0 
 01/02  11:30:00,404484.42913017366,281779.4080924739,122705.0210376997,0.0,930024.8909874443,0.0 
 01/02  11:45:00,312468.0130924739,281779.4080924739,30688.605,0.0,885717.7494468715,0.0 
 01/02  12:00:00,312468.0130924739,281779.4080924739,30688.605,0.0,815770.7978139244,0.0 
 01/02  12:15:00,312468.0130924739,281779.4080924739,30688.605,0.0,741420.002721268,0.0 
 01/02  12:30:00,312468.0130924739,281779.4080924739,30688.605,0.0,650645.9185404064,0.0 
 01/02  12:45:00,312468.0130924739,281779.4080924739,30688.605,0.0,608272.3915170538,0.0 
 01/02  13:00:00,312468.0130924739,281779.4080924739,30688.605,0.0,603630.3346926977,0.0 
 01/02  13:15:00,312468.0130924739,281779.4080924739,30688.605,0.0,599033.8067719468,0.0 
 01/02  13:30:00,312468.0130924739,281779.4080924739,30688.605,0.0,595025.8691538811,0.0 
 01/02  13:45:00,312468.0130924739,281779.4080924739,30688.605,0.0,592731.5217664321,0.0 
 01/02  14:00:00,312468.0130924739,281779.4080924739,30688.605,0.0,591349.509542531,0.0 
 01/02  14:15:00,312468.0130924739,281779.4080924739,30688.605,0.0,591382.1196032752,0.0 
 01/02  14:30:00,312468.0130924739,281779.4080924739,30688.605,0.0,592321.9016829536,0.0 
 01/02  14:45:00,312468.0130924739,281779.4080924739,30688.605,0.0,596466.320790736,0.0 
 01/02  15:00:00,312468.0130924739,281779.4080924739,30688.605,0.0,602384.7891031393,0.0 
 01/02  15:15:00,588665.4580924739,281779.4080924739,306886.05,0.0,613251.2860954505,0.0 
 01/02  15:30:00,588665.4580924739,281779.4080924739,306886.05,0.0,618371.7838408472,0.0 
 01/02  15:45:00,588665.4580924739,281779.4080924739,306886.05,0.0,623084.3981585079,0.0 
 01/02  16:00:00,588665.4580924739,281779.4080924739,306886.05,0.0,627892.3436610956,0.0 
 01/02  16:15:00,588665.4580924739,281779.4080924739,306886.05,0.0,632739.1854774919,0.0 
 01/02  16:30:00,588665.4580924739,281779.4080924739,306886.05,0.0,637587.3666076509,0.0 
 01/02  16:45:00,588665.4580924739,281779.4080924739,306886.05,0.0,642294.4550786358,0.0 
 01/02  17:00:00,588665.4580924739,281779.4080924739,306886.05,0.0,646842.9210370705,0.0 
 01/02  17:15:00,640656.7795104929,333770.729510493,306886.05,0.0,616097.9386521396,0.0 
 01/02  17:30:00,640656.7795104929,333770.729510493,306886.05,0.0,625865.8296867558,0.0 
 01/02  17:45:00,640656.7795104929,333770.729510493,306886.05,0.0,640615.9470553325,0.0 
 01/02  18:00:00,640656.7795104929,333770.729510493,306886.05,0.0,654435.7928112869,0.0 
 01/02  18:15:00,712289.250928512,385762.050928512,326527.2,0.0,617192.5428397385,0.0 
 01/02  18:30:00,712289.250928512,385762.050928512,326527.2,0.0,631829.6819426839,0.0 
 01/02  18:45:00,712289.250928512,385762.050928512,326527.2,0.0,646342.0929459055,0.0 
 01/02  19:00:00,712289.250928512,385762.050928512,326527.2,0.0,660508.8111754013,0.0 
 01/02  19:15:00,777477.3525819811,437751.6525819809,339725.7,0.0,628563.7444945108,0.0 
 01/02  19:30:00,777477.3525819811,437751.6525819809,339725.7,0.0,641845.5061147329,0.0 
 01/02  19:45:00,777477.3525819811,437751.6525819809,339725.7,0.0,655191.1067464448,0.0 
 01/02  20:00:00,777477.3525819811,437751.6525819809,339725.7,0.0,668465.8261835852,0.0 
 01/02  20:15:00,829468.674,489742.97399999995,339725.7,0.0,638230.7827049332,0.0 
 01/02  20:30:00,829468.674,489742.97399999995,339725.7,0.0,649763.0940589554,0.0 
 01/02  20:45:00,829468.674,489742.97399999995,339725.7,0.0,661296.7157238806,0.0 
 01/02  21:00:00,829468.674,489742.97399999995,339725.7,0.0,672679.8457176979,0.0 
 01/02  21:15:00,829468.674,489742.97399999995,339725.7,0.0,679399.2275263874,0.0 
 01/02  21:30:00,829468.674,489742.97399999995,339725.7,0.0,689916.0779344102,0.0 
 01/02  21:45:00,829468.674,489742.97399999995,339725.7,0.0,700266.377519577,0.0 
 01/02  22:00:00,829468.674,489742.97399999995,339725.7,0.0,710457.1492470375,0.0 
 01/02  22:15:00,696458.992581981,437751.6525819809,258707.34,0.0,797944.7515318302,0.0 
 01/02  22:30:00,696458.992581981,437751.6525819809,258707.34,0.0,808883.0282713965,0.0 
 01/02  22:45:00,696458.992581981,437751.6525819809,258707.34,0.0,819110.9701708255,0.0 
 01/02  23:00:00,696458.992581981,437751.6525819809,258707.34,0.0,829032.0871739371,0.0 
 01/02  23:15:00,395147.93951049298,333770.729510493,61377.21,0.0,1016072.9519335342,0.0 
 01/02  23:30:00,395147.93951049298,333770.729510493,61377.21,0.0,1033374.9262374363,0.0 
 01/02  23:45:00,395147.93951049298,333770.729510493,61377.21,0.0,1049384.5310621148,0.0 
 01/02  24:00:00,395147.93951049298,333770.729510493,61377.21,0.0,1065001.2709183654,0.0 
 01/03  00:15:00,281779.4080924739,281779.4080924739,0.0,0.0,1144947.2741007766,0.0 
 01/03  00:30:00,281779.4080924739,281779.4080924739,0.0,0.0,1158113.298828537,0.0 
 01/03  00:45:00,281779.4080924739,281779.4080924739,0.0,0.0,1170470.1298581954,0.0 
 01/03  01:00:00,281779.4080924739,281779.4080924739,0.0,0.0,1182254.6737117833,0.0 
 01/03  01:15:00,281779.4080924739,281779.4080924739,0.0,0.0,1193126.4988738849,0.0 
 01/03  01:30:00,281779.4080924739,281779.4080924739,0.0,0.0,1203359.5134413122,0.0 
 01/03  01:45:00,281779.4080924739,281779.4080924739,0.0,0.0,1213250.4175034664,0.0 
 01/03  02:00:00,281779.4080924739,281779.4080924739,0.0,0.0,1222366.9207330428,0.0 
 01/03  02:15:00,281779.4080924739,281779.4080924739,0.0,0.0,1231688.7037871422,0.0 
 01/03  02:30:00,281779.4080924739,281779.4080924739,0.0,0.0,1240727.7177113593,0.0 
 01/03  02:45:00,281779.4080924739,281779.4080924739,0.0,0.0,1249415.016135195,0.0 
 01/03  03:00:00,281779.4080924739,281779.4080924739,0.0,0.0,1257830.6222517226,0.0 
 01/03  03:15:00,281779.4080924739,281779.4080924739,0.0,0.0,1263672.6148198983,0.0 
 01/03  03:30:00,281779.4080924739,281779.4080924739,0.0,0.0,1269017.86884268,0.0 
 01/03  03:45:00,281779.4080924739,281779.4080924739,0.0,0.0,1273993.2739823433,0.0 
 01/03  04:00:00,281779.4080924739,281779.4080924739,0.0,0.0,1278619.8404505924,0.0 
 01/03  04:15:00,281779.4080924739,281779.4080924739,0.0,0.0,1285461.842303058,0.0 
 01/03  04:30:00,281779.4080924739,281779.4080924739,0.0,0.0,1292091.9559860738,0.0 
 01/03  04:45:00,281779.4080924739,281779.4080924739,0.0,0.0,1298572.194757737,0.0 
 01/03  05:00:00,281779.4080924739,281779.4080924739,0.0,0.0,1304905.5168766194,0.0 
 01/03  05:15:00,281779.4080924739,281779.4080924739,0.0,0.0,1314011.153201568,0.0 
 01/03  05:30:00,281779.4080924739,281779.4080924739,0.0,0.0,1319634.8345326475,0.0 
 01/03  05:45:00,281779.4080924739,281779.4080924739,0.0,0.0,1325078.2110026847,0.0 
 01/03  06:00:00,281779.4080924739,281779.4080924739,0.0,0.0,1330378.21276744,0.0 
 01/03  06:15:00,608306.608092474,281779.4080924739,326527.2,0.0,1193277.2796910885,0.0 
 01/03  06:30:00,608306.608092474,281779.4080924739,326527.2,0.0,1188790.4890747038,0.0 
 01/03  06:45:00,608306.608092474,281779.4080924739,326527.2,0.0,1186332.1747543025,0.0 
 01/03  07:00:00,608306.608092474,281779.4080924739,326527.2,0.0,1184485.8115026928,0.0 
 01/03  07:15:00,778281.750928512,385762.050928512,392519.7,0.0,1068333.4019373905,0.0 
 01/03  07:30:00,778281.750928512,385762.050928512,392519.7,0.0,1065919.954134624,0.0 
 01/03  07:45:00,778281.750928512,385762.050928512,392519.7,0.0,1064649.2394738997,0.0 
 01/03  08:00:00,778281.750928512,385762.050928512,392519.7,0.0,1063908.1391254087,0.0 
 01/03  08:15:00,882262.674,489742.97399999995,392519.7,0.0,980222.170474061,0.0 
 01/03  08:30:00,882262.674,489742.97399999995,392519.7,0.0,979011.4022651222,0.0 
 01/03  08:45:00,882262.674,489742.97399999995,392519.7,0.0,978426.1870642149,0.0 
 01/03  09:00:00,882262.674,489742.97399999995,392519.7,0.0,978188.390497246,0.0 
 01/03  09:15:00,778281.750928512,385762.050928512,392519.7,0.0,1056269.1670757272,0.0 
 01/03  09:30:00,778281.750928512,385762.050928512,392519.7,0.0,1055975.4640553506,0.0 
 01/03  09:45:00,720324.6998638809,385762.050928512,334562.648935369,0.0,1076877.519260434,0.0 
 01/03  10:00:00,621979.8758766927,385762.050928512,236217.82494818083,0.0,1116077.9287354486,0.0 
 01/03  10:15:00,457522.17949950156,281779.4080924739,175742.77140702759,0.0,1221567.122490921,0.0 
 01/03  10:30:00,409212.7159978946,281779.4080924739,127433.30790542069,0.0,1238867.3112994694,0.0 
 01/03  10:45:00,384319.2338942969,281779.4080924739,102539.825801823,0.0,1247253.6702994733,0.0 
 01/03  11:00:00,358527.55762325748,281779.4080924739,76748.14953078356,0.0,1255609.3659184329,0.0 
 01/03  11:15:00,332976.00651655366,281779.4080924739,51196.598424079726,0.0,1264473.1285477668,0.0 
 01/03  11:30:00,312468.0130924739,281779.4080924739,30688.605,0.0,1270821.2808850408,0.0 
 01/03  11:45:00,330297.2722796228,281779.4080924739,48517.864187148836,0.0,1263984.0099836738,0.0 
 01/03  12:00:00,352429.62667644445,281779.4080924739,70650.21858397049,0.0,1255201.9573610128,0.0 
 01/03  12:15:00,374100.98200970477,281779.4080924739,92321.57391723086,0.0,1249283.9692827259,0.0 
 01/03  12:30:00,394512.78173630757,281779.4080924739,112733.3736438336,0.0,1243923.9116518028,0.0 
 01/03  12:45:00,312468.0130924739,281779.4080924739,30688.605,0.0,1206707.1259466678,0.0 
 01/03  13:00:00,312468.0130924739,281779.4080924739,30688.605,0.0,1140576.2557050226,0.0 
 01/03  13:15:00,312468.0130924739,281779.4080924739,30688.605,0.0,1068519.11719361,0.0 
 01/03  13:30:00,312468.0130924739,281779.4080924739,30688.605,0.0,994664.4447858007,0.0 
 01/03  13:45:00,312468.0130924739,281779.4080924739,30688.605,0.0,1004495.185447927,0.0 
 01/03  14:00:00,312468.0130924739,281779.4080924739,30688.605,0.0,1035330.6184986287,0.0 
 01/03  14:15:00,312468.0130924739,281779.4080924739,30688.605,0.0,1069890.320893447,0.0 
 01/03  14:30:00,513270.2833170658,281779.4080924739,231490.87522459188,0.0,1054448.999613936,0.0 
 01/03  14:45:00,532536.5605515345,281779.4080924739,250757.1524590606,0.0,1062531.0549429735,0.0 
 01/03  15:00:00,551506.7709995847,281779.4080924739,269727.3629071107,0.0,1066249.8891434253,0.0 
 01/03  15:15:00,588665.4580924739,281779.4080924739,306886.05,0.0,1064843.0995137003,0.0 
 01/03  15:30:00,588665.4580924739,281779.4080924739,306886.05,0.0,1076993.7479048917,0.0 
 01/03  15:45:00,588665.4580924739,281779.4080924739,306886.05,0.0,1088855.3818871226,0.0 
 01/03  16:00:00,588665.4580924739,281779.4080924739,306886.05,0.0,1100373.3568482986,0.0 
 01/03  16:15:00,588665.4580924739,281779.4080924739,306886.05,0.0,1109493.7967451276,0.0 
 01/03  16:30:00,588665.4580924739,281779.4080924739,306886.05,0.0,1118158.983353435,0.0 
 01/03  16:45:00,588665.4580924739,281779.4080924739,306886.05,0.0,1126284.1266807696,0.0 
 01/03  17:00:00,588665.4580924739,281779.4080924739,306886.05,0.0,1133972.353534324,0.0 
 01/03  17:15:00,640656.7795104929,333770.729510493,306886.05,0.0,1098397.6920615524,0.0 
 01/03  17:30:00,640656.7795104929,333770.729510493,306886.05,0.0,1104461.4569112098,0.0 
 01/03  17:45:00,640656.7795104929,333770.729510493,306886.05,0.0,1110350.8481722656,0.0 
 01/03  18:00:00,640656.7795104929,333770.729510493,306886.05,0.0,1116154.066297553,0.0 
 01/03  18:15:00,712289.250928512,385762.050928512,326527.2,0.0,1067808.4664428998,0.0 
 01/03  18:30:00,712289.250928512,385762.050928512,326527.2,0.0,1070819.5424732667,0.0 
 01/03  18:45:00,712289.250928512,385762.050928512,326527.2,0.0,1073894.8757949877,0.0 
 01/03  19:00:00,712289.250928512,385762.050928512,326527.2,0.0,1076797.6084041803,0.0 
 01/03  19:15:00,777477.3525819811,437751.6525819809,339725.7,0.0,1038363.4961674907,0.0 
 01/03  19:30:00,777477.3525819811,437751.6525819809,339725.7,0.0,1044819.6318390372,0.0 
 01/03  19:45:00,777477.3525819811,437751.6525819809,339725.7,0.0,1051634.0986958424,0.0 
 01/03  20:00:00,777477.3525819811,437751.6525819809,339725.7,0.0,1058541.1655735328,0.0 
 01/03  20:15:00,829468.674,489742.97399999995,339725.7,0.0,1019677.0001960812,0.0 
 01/03  20:30:00,829468.674,489742.97399999995,339725.7,0.0,1022669.5820844976,0.0 
 01/03  20:45:00,829468.674,489742.97399999995,339725.7,0.0,1025853.293029248,0.0 
 01/03  21:00:00,829468.674,489742.97399999995,339725.7,0.0,1029110.2154107292,0.0 
 01/03  21:15:00,829468.674,489742.97399999995,339725.7,0.0,1029544.4183059789,0.0 
 01/03  21:30:00,829468.674,489742.97399999995,339725.7,0.0,1034419.2446134116,0.0 
 01/03  21:45:00,829468.674,489742.97399999995,339725.7,0.0,1039435.8374323275,0.0 
 01/03  22:00:00,829468.674,489742.97399999995,339725.7,0.0,1044594.774178094,0.0 
 01/03  22:15:00,696458.992581981,437751.6525819809,258707.34,0.0,1129177.2478693585,0.0 
 01/03  22:30:00,696458.992581981,437751.6525819809,258707.34,0.0,1137036.154238541,0.0 
 01/03  22:45:00,696458.992581981,437751.6525819809,258707.34,0.0,1144094.4713426722,0.0 
