Date/Time,Electricity:Facility [J](TimeStep),InteriorEquipment:Electricity [J](TimeStep),InteriorLights:Electricity [J](TimeStep),DistrictCooling:Facility [J](TimeStep),DistrictHeating:Facility [J](TimeStep),Carbon Equivalent:Facility [kg](TimeStep) 
 01/01  19:15:00,777477.3525819811,437751.6525819809,339725.7,0.0,374637.6420346771,0.0 
 01/01  19:30:00,777477.3525819811,437751.6525819809,339725.7,0.0,378218.07117525048,0.0 
 01/01  19:45:00,777477.3525819811,437751.6525819809,339725.7,0.0,382073.7694485099,0.0 
 01/01  20:00:00,777477.3525819811,437751.6525819809,339725.7,0.0,386006.4951186705,0.0 
 01/01  20:15:00,829468.674,489742.97399999995,339725.7,0.0,347090.37263671829,0.0 
 01/01  20:30:00,829468.674,489742.97399999995,339725.7,0.0,350138.1128466903,0.0 
 01/01  20:45:00,829468.674,489742.97399999995,339725.7,0.0,353377.0256862752,0.0 
 01/01  21:00:00,829468.674,489742.97399999995,339725.7,0.0,356686.1075122629,0.0 
 01/01  21:15:00,829468.674,489742.97399999995,339725.7,0.0,359243.1431466598,0.0 
 01/01  21:30:00,829468.674,489742.97399999995,339725.7,0.0,363090.5266696465,0.0 
 01/01  21:45:00,829468.674,489742.97399999995,339725.7,0.0,366967.6455374288,0.0 
 01/01  22:00:00,829468.674,489742.97399999995,339725.7,0.0,370878.1115835281,0.0 
 01/01  22:15:00,696458.992581981,437751.6525819809,258707.34,0.0,424682.2148598912,0.0 
 01/01  22:30:00,696458.992581981,437751.6525819809,258707.34,0.0,428320.36661858527,0.0 
 01/01  22:45:00,696458.992581981,437751.6525819809,258707.34,0.0,431782.13497335996,0.0 
 01/01  23:00:00,696458.992581981,437751.6525819809,258707.34,0.0,435220.48545411988,0.0 
 01/01  23:15:00,395147.93951049298,333770.729510493,61377.21,0.0,612678.3784164903,0.0 
 01/01  23:30:00,395147.93951049298,333770.729510493,61377.21,0.0,636579.2141275085,0.0 
 01/01  23:45:00,395147.93951049298,333770.729510493,61377.21,0.0,657688.6699167292,0.0 
 01/01  24:00:00,395147.93951049298,333770.729510493,61377.21,0.0,679300.1519777465,0.0 
 01/02  00:15:00,281779.4080924739,281779.4080924739,0.0,0.0,769448.4265957193,0.0 
 01/02  00:30:00,281779.4080924739,281779.4080924739,0.0,0.0,794318.615380994,0.0 
 01/02  00:45:00,281779.4080924739,281779.4080924739,0.0,0.0,818262.0754554726,0.0 
 01/02  01:00:00,281779.4080924739,281779.4080924739,0.0,0.0,841816.3897900684,0.0 
 01/02  01:15:00,281779.4080924739,281779.4080924739,0.0,0.0,853821.6346833527,0.0 
 01/02  01:30:00,281779.4080924739,281779.4080924739,0.0,0.0,865595.526192785,0.0 
 01/02  01:45:00,281779.4080924739,281779.4080924739,0.0,0.0,876844.6841949583,0.0 
 01/02  02:00:00,281779.4080924739,281779.4080924739,0.0,0.0,887417.9032039137,0.0 
 01/02  02:15:00,281779.4080924739,281779.4080924739,0.0,0.0,890990.512197661,0.0 
 01/02  02:30:00,281779.4080924739,281779.4080924739,0.0,0.0,894377.5585079776,0.0 
 01/02  02:45:00,281779.4080924739,281779.4080924739,0.0,0.0,897377.3653211303,0.0 
 01/02  03:00:00,281779.4080924739,281779.4080924739,0.0,0.0,900026.2767124848,0.0 
 01/02  03:15:00,281779.4080924739,281779.4080924739,0.0,0.0,913420.9725320365,0.0 
 01/02  03:30:00,281779.4080924739,281779.4080924739,0.0,0.0,926425.6057365183,0.0 
 01/02  03:45:00,281779.4080924739,281779.4080924739,0.0,0.0,939181.9519973851,0.0 
 01/02  04:00:00,281779.4080924739,281779.4080924739,0.0,0.0,951634.4943369883,0.0 
 01/02  04:15:00,281779.4080924739,281779.4080924739,0.0,0.0,957793.8943366975,0.0 
 01/02  04:30:00,281779.4080924739,281779.4080924739,0.0,0.0,963673.9905123155,0.0 
 01/02  04:45:00,281779.4080924739,281779.4080924739,0.0,0.0,969230.6344617183,0.0 
 01/02  05:00:00,281779.4080924739,281779.4080924739,0.0,0.0,974420.3536490972,0.0 
 01/02  05:15:00,281779.4080924739,281779.4080924739,0.0,0.0,983514.7661244803,0.0 
 01/02  05:30:00,281779.4080924739,281779.4080924739,0.0,0.0,992264.4573657354,0.0 
 01/02  05:45:00,281779.4080924739,281779.4080924739,0.0,0.0,1000397.2770927075,0.0 
 01/02  06:00:00,281779.4080924739,281779.4080924739,0.0,0.0,1008585.3434808054,0.0 
 01/02  06:15:00,301420.55809247397,281779.4080924739,19641.149999999998,0.0,998042.5124706668,0.0 
 01/02  06:30:00,301420.55809247397,281779.4080924739,19641.149999999998,0.0,994496.7142574722,0.0 
 01/02  06:45:00,301420.55809247397,281779.4080924739,19641.149999999998,0.0,990968.445488876,0.0 
 01/02  07:00:00,301420.55809247397,281779.4080924739,19641.149999999998,0.0,987313.3273006104,0.0 
 01/02  07:15:00,778281.750928512,385762.050928512,392519.7,0.0,745437.4065820603,0.0 
 01/02  07:30:00,778281.750928512,385762.050928512,392519.7,0.0,738376.785434141,0.0 
 01/02  07:45:00,778281.750928512,385762.050928512,392519.7,0.0,734039.7701979454,0.0 
 01/02  08:00:00,778281.750928512,385762.050928512,392519.7,0.0,730305.5021808331,0.0 
 01/02  08:15:00,882262.674,489742.97399999995,392519.7,0.0,640963.0262210224,0.0 
 01/02  08:30:00,882262.674,489742.97399999995,392519.7,0.0,636704.9739611257,0.0 
 01/02  08:45:00,882262.674,489742.97399999995,392519.7,0.0,633154.0998210008,0.0 
 01/02  09:00:00,882262.674,489742.97399999995,392519.7,0.0,630033.1665575862,0.0 
 01/02  09:15:00,778281.750928512,385762.050928512,392519.7,0.0,715295.4519136329,0.0 
 01/02  09:30:00,778281.750928512,385762.050928512,392519.7,0.0,716376.1009609818,0.0 
 01/02  09:45:00,720288.8629514739,385762.050928512,334526.812022962,0.0,738692.9126302896,0.0 
 01/02  10:00:00,621795.7212652736,385762.050928512,236033.67033676178,0.0,779322.1615243218,0.0 
 01/02  10:15:00,457233.6297333065,281779.4080924739,175454.22164083256,0.0,878170.8303031769,0.0 
 01/02  10:30:00,408808.83119494208,281779.4080924739,127029.42310246812,0.0,887469.8024340656,0.0 
 01/02  10:45:00,408555.5627180689,281779.4080924739,126776.15462559497,0.0,879175.0867154852,0.0 
 01/02  11:00:00,407383.8259969907,281779.4080924739,125604.4179045168,0.0,870779.7400398202,0.0 
 01/02  11:15:00,406184.8776797526,281779.4080924739,124405.4695872787,0.0,873040.4371587768,0.0 
 01/02  11:30:00,404397.71712940637,281779.4080924739,122618.30903693245,0.0,875157.5431420638,0.0 
 01/02  11:45:00,312468.0130924739,281779.4080924739,30688.605,0.0,826083.3460384281,0.0 
 01/02  12:00:00,312468.0130924739,281779.4080924739,30688.605,0.0,749247.499737507,0.0 
 01/02  12:15:00,312468.0130924739,281779.4080924739,30688.605,0.0,652563.8210928948,0.0 
 01/02  12:30:00,312468.0130924739,281779.4080924739,30688.605,0.0,561566.0758886861,0.0 
 01/02  12:45:00,312468.0130924739,281779.4080924739,30688.605,0.0,545682.1019454652,0.0 
 01/02  13:00:00,312468.0130924739,281779.4080924739,30688.605,0.0,530036.6163687242,0.0 
 01/02  13:15:00,312468.0130924739,281779.4080924739,30688.605,0.0,516898.51593248455,0.0 
 01/02  13:30:00,312468.0130924739,281779.4080924739,30688.605,0.0,504244.00770569956,0.0 
 01/02  13:45:00,312468.0130924739,281779.4080924739,30688.605,0.0,493342.169711677,0.0 
 01/02  14:00:00,312468.0130924739,281779.4080924739,30688.605,0.0,483401.07467253666,0.0 
 01/02  14:15:00,312468.0130924739,281779.4080924739,30688.605,0.0,483206.1865356349,0.0 
 01/02  14:30:00,312468.0130924739,281779.4080924739,30688.605,0.0,483925.5841587038,0.0 
 01/02  14:45:00,312468.0130924739,281779.4080924739,30688.605,0.0,488160.65388399097,0.0 
 01/02  15:00:00,312468.0130924739,281779.4080924739,30688.605,0.0,494092.64249749018,0.0 
 01/02  15:15:00,588665.4580924739,281779.4080924739,306886.05,0.0,511985.9912315067,0.0 
 01/02  15:30:00,588665.4580924739,281779.4080924739,306886.05,0.0,524390.1449703437,0.0 
 01/02  15:45:00,588665.4580924739,281779.4080924739,306886.05,0.0,536578.6052933107,0.0 
 01/02  16:00:00,588665.4580924739,281779.4080924739,306886.05,0.0,549096.4097252088,0.0 
 01/02  16:15:00,588665.4580924739,281779.4080924739,306886.05,0.0,556311.5091276713,0.0 
 01/02  16:30:00,588665.4580924739,281779.4080924739,306886.05,0.0,563769.5367910758,0.0 
 01/02  16:45:00,588665.4580924739,281779.4080924739,306886.05,0.0,571283.3591286216,0.0 
 01/02  17:00:00,588665.4580924739,281779.4080924739,306886.05,0.0,578797.4071606767,0.0 
 01/02  17:15:00,640656.7795104929,333770.729510493,306886.05,0.0,544556.5694624301,0.0 
 01/02  17:30:00,640656.7795104929,333770.729510493,306886.05,0.0,552132.2395079101,0.0 
 01/02  17:45:00,640656.7795104929,333770.729510493,306886.05,0.0,559788.8941010572,0.0 
 01/02  18:00:00,640656.7795104929,333770.729510493,306886.05,0.0,567417.4921839322,0.0 
 01/02  18:15:00,712289.250928512,385762.050928512,326527.2,0.0,525574.3147673778,0.0 
 01/02  18:30:00,712289.250928512,385762.050928512,326527.2,0.0,531933.3052876693,0.0 
 01/02  18:45:00,712289.250928512,385762.050928512,326527.2,0.0,538526.1134162201,0.0 
 01/02  19:00:00,712289.250928512,385762.050928512,326527.2,0.0,545658.7231470387,0.0 
 01/02  19:15:00,777477.3525819811,437751.6525819809,339725.7,0.0,519993.20428786697,0.0 
 01/02  19:30:00,777477.3525819811,437751.6525819809,339725.7,0.0,530632.3758104008,0.0 
 01/02  19:45:00,777477.3525819811,437751.6525819809,339725.7,0.0,545617.3046783361,0.0 
 01/02  20:00:00,777477.3525819811,437751.6525819809,339725.7,0.0,559534.2860962416,0.0 
 01/02  20:15:00,829468.674,489742.97399999995,339725.7,0.0,526546.5723630858,0.0 
 01/02  20:30:00,829468.674,489742.97399999995,339725.7,0.0,535412.4985371861,0.0 
 01/02  20:45:00,829468.674,489742.97399999995,339725.7,0.0,544177.0088266404,0.0 
 01/02  21:00:00,829468.674,489742.97399999995,339725.7,0.0,552858.1856945732,0.0 
 01/02  21:15:00,829468.674,489742.97399999995,339725.7,0.0,558769.7055994921,0.0 
 01/02  21:30:00,829468.674,489742.97399999995,339725.7,0.0,567968.603572766,0.0 
 01/02  21:45:00,829468.674,489742.97399999995,339725.7,0.0,576960.3907940654,0.0 
 01/02  22:00:00,829468.674,489742.97399999995,339725.7,0.0,585752.8719210032,0.0 
 01/02  22:15:00,696458.992581981,437751.6525819809,258707.34,0.0,677225.9480339869,0.0 
 01/02  22:30:00,696458.992581981,437751.6525819809,258707.34,0.0,692174.8782439992,0.0 
 01/02  22:45:00,696458.992581981,437751.6525819809,258707.34,0.0,706379.5615140078,0.0 
 01/02  23:00:00,696458.992581981,437751.6525819809,258707.34,0.0,720271.6777567256,0.0 
 01/02  23:15:00,395147.93951049298,333770.729510493,61377.21,0.0,904346.1051236847,0.0 
 01/02  23:30:00,395147.93951049298,333770.729510493,61377.21,0.0,918620.3357935583,0.0 
 01/02  23:45:00,395147.93951049298,333770.729510493,61377.21,0.0,931116.2385744869,0.0 
 01/02  24:00:00,395147.93951049298,333770.729510493,61377.21,0.0,942942.8445820417,0.0 
 01/03  00:15:00,281779.4080924739,281779.4080924739,0.0,0.0,1019722.7095628569,0.0 
 01/03  00:30:00,281779.4080924739,281779.4080924739,0.0,0.0,1030316.751350424,0.0 
 01/03  00:45:00,281779.4080924739,281779.4080924739,0.0,0.0,1040170.7227149342,0.0 
 01/03  01:00:00,281779.4080924739,281779.4080924739,0.0,0.0,1049525.9609667846,0.0 
 01/03  01:15:00,281779.4080924739,281779.4080924739,0.0,0.0,1057786.021409759,0.0 
 01/03  01:30:00,281779.4080924739,281779.4080924739,0.0,0.0,1065550.0783828558,0.0 
 01/03  01:45:00,281779.4080924739,281779.4080924739,0.0,0.0,1072757.1231977186,0.0 
 01/03  02:00:00,281779.4080924739,281779.4080924739,0.0,0.0,1079445.590179042,0.0 
 01/03  02:15:00,281779.4080924739,281779.4080924739,0.0,0.0,1087141.1020178628,0.0 
 01/03  02:30:00,281779.4080924739,281779.4080924739,0.0,0.0,1094280.4116952723,0.0 
 01/03  02:45:00,281779.4080924739,281779.4080924739,0.0,0.0,1100856.272601662,0.0 
 01/03  03:00:00,281779.4080924739,281779.4080924739,0.0,0.0,1106954.2465640857,0.0 
 01/03  03:15:00,281779.4080924739,281779.4080924739,0.0,0.0,1116528.2642438203,0.0 
 01/03  03:30:00,281779.4080924739,281779.4080924739,0.0,0.0,1125988.9715073519,0.0 
 01/03  03:45:00,281779.4080924739,281779.4080924739,0.0,0.0,1135217.663142533,0.0 
 01/03  04:00:00,281779.4080924739,281779.4080924739,0.0,0.0,1144284.394108813,0.0 
 01/03  04:15:00,281779.4080924739,281779.4080924739,0.0,0.0,1151924.21158549,0.0 
 01/03  04:30:00,281779.4080924739,281779.4080924739,0.0,0.0,1159372.3386282279,0.0 
 01/03  04:45:00,281779.4080924739,281779.4080924739,0.0,0.0,1166688.6266594418,0.0 
 01/03  05:00:00,281779.4080924739,281779.4080924739,0.0,0.0,1173916.3266742787,0.0 
 01/03  05:15:00,281779.4080924739,281779.4080924739,0.0,0.0,1184288.1848500744,0.0 
 01/03  05:30:00,281779.4080924739,281779.4080924739,0.0,0.0,1191125.2564306395,0.0 
 01/03  05:45:00,281779.4080924739,281779.4080924739,0.0,0.0,1197910.7461636915,0.0 
 01/03  06:00:00,281779.4080924739,281779.4080924739,0.0,0.0,1204640.8108346738,0.0 
 01/03  06:15:00,608306.608092474,281779.4080924739,326527.2,0.0,1067850.3456243652,0.0 
 01/03  06:30:00,608306.608092474,281779.4080924739,326527.2,0.0,1063675.271837388,0.0 
 01/03  06:45:00,608306.608092474,281779.4080924739,326527.2,0.0,1061396.7594981238,0.0 
 01/03  07:00:00,608306.608092474,281779.4080924739,326527.2,0.0,1059605.834664608,0.0 
 01/03  07:15:00,778281.750928512,385762.050928512,392519.7,0.0,940011.3789443006,0.0 
 01/03  07:30:00,778281.750928512,385762.050928512,392519.7,0.0,933475.4153468809,0.0 
 01/03  07:45:00,778281.750928512,385762.050928512,392519.7,0.0,928003.4209974477,0.0 
 01/03  08:00:00,778281.750928512,385762.050928512,392519.7,0.0,922948.5517904722,0.0 
 01/03  08:15:00,882262.674,489742.97399999995,392519.7,0.0,837209.9780665625,0.0 
 01/03  08:30:00,882262.674,489742.97399999995,392519.7,0.0,833402.8410519051,0.0 
 01/03  08:45:00,882262.674,489742.97399999995,392519.7,0.0,830166.6220217915,0.0 
 01/03  09:00:00,882262.674,489742.97399999995,392519.7,0.0,827372.9677131218,0.0 
 01/03  09:15:00,778281.750928512,385762.050928512,392519.7,0.0,902569.753374188,0.0 
 01/03  09:30:00,778281.750928512,385762.050928512,392519.7,0.0,898013.7643614223,0.0 
 01/03  09:45:00,720336.8237719772,385762.050928512,334574.7728434654,0.0,914620.8879682743,0.0 
 01/03  10:00:00,622002.6503221109,385762.050928512,236240.599393599,0.0,949726.748375037,0.0 
 01/03  10:15:00,457558.2632634249,281779.4080924739,175778.85517095103,0.0,1048430.2725371316,0.0 
 01/03  10:30:00,409269.2952086806,281779.4080924739,127489.8871162067,0.0,1058929.2269034635,0.0 
 01/03  10:45:00,384391.4240997913,281779.4080924739,102612.01600731738,0.0,1060574.9539192769,0.0 
 01/03  11:00:00,358617.82566315258,281779.4080924739,76838.41757067864,0.0,1062037.0654446919,0.0 
 01/03  11:15:00,333085.68261269709,281779.4080924739,51306.27452022312,0.0,1063777.798326535,0.0 
 01/03  11:30:00,312468.0130924739,281779.4080924739,30688.605,0.0,1062881.6551276502,0.0 
 01/03  11:45:00,330426.3317037259,281779.4080924739,48646.92361125196,0.0,1048788.9164520936,0.0 
 01/03  12:00:00,352555.49854040678,281779.4080924739,70776.09044793282,0.0,1032536.8359663923,0.0 
 01/03  12:15:00,374221.2783465549,281779.4080924739,92441.87025408099,0.0,1019213.8182646021,0.0 
 01/03  12:30:00,394627.11133710425,281779.4080924739,112847.70324463032,0.0,1006223.7769889967,0.0 
 01/03  12:45:00,312468.0130924739,281779.4080924739,30688.605,0.0,962734.2753476426,0.0 
 01/03  13:00:00,312468.0130924739,281779.4080924739,30688.605,0.0,887019.5903461434,0.0 
 01/03  13:15:00,312468.0130924739,281779.4080924739,30688.605,0.0,807601.9833666796,0.0 
 01/03  13:30:00,312468.0130924739,281779.4080924739,30688.605,0.0,723653.2564160372,0.0 
 01/03  13:45:00,312468.0130924739,281779.4080924739,30688.605,0.0,732472.5485038522,0.0 
 01/03  14:00:00,312468.0130924739,281779.4080924739,30688.605,0.0,757199.3149857111,0.0 
 01/03  14:15:00,312468.0130924739,281779.4080924739,30688.605,0.0,806365.3401722489,0.0 
 01/03  14:30:00,513318.07694711556,281779.4080924739,231538.6688546416,0.0,796339.7704440871,0.0 
 01/03  14:45:00,532571.0342925065,281779.4080924739,250791.62620003255,0.0,813530.2495395672,0.0 
 01/03  15:00:00,551528.8057258255,281779.4080924739,269749.39763335147,0.0,826940.3694004521,0.0 
 01/03  15:15:00,588665.4580924739,281779.4080924739,306886.05,0.0,833152.3356968076,0.0 
 01/03  15:30:00,588665.4580924739,281779.4080924739,306886.05,0.0,853744.8252931538,0.0 
 01/03  15:45:00,588665.4580924739,281779.4080924739,306886.05,0.0,874465.6082877014,0.0 
 01/03  16:00:00,588665.4580924739,281779.4080924739,306886.05,0.0,895233.4961513664,0.0 
 01/03  16:15:00,588665.4580924739,281779.4080924739,306886.05,0.0,900094.744644929,0.0 
 01/03  16:30:00,588665.4580924739,281779.4080924739,306886.05,0.0,904712.1393128906,0.0 
 01/03  16:45:00,588665.4580924739,281779.4080924739,306886.05,0.0,908958.4474694945,0.0 
 01/03  17:00:00,588665.4580924739,281779.4080924739,306886.05,0.0,912849.052764356,0.0 
 01/03  17:15:00,640656.7795104929,333770.729510493,306886.05,0.0,859885.3396177915,0.0 
 01/03  17:30:00,640656.7795104929,333770.729510493,306886.05,0.0,848665.2247633801,0.0 
 01/03  17:45:00,640656.7795104929,333770.729510493,306886.05,0.0,837234.9699119128,0.0 
 01/03  18:00:00,640656.7795104929,333770.729510493,306886.05,0.0,825465.600307251,0.0 
 01/03  18:15:00,712289.250928512,385762.050928512,326527.2,0.0,766061.4729638887,0.0 
 01/03  18:30:00,712289.250928512,385762.050928512,326527.2,0.0,759463.4611888828,0.0 
 01/03  18:45:00,712289.250928512,385762.050928512,326527.2,0.0,753013.9528341612,0.0 
 01/03  19:00:00,712289.250928512,385762.050928512,326527.2,0.0,746328.5417012881,0.0 
 01/03  19:15:00,777477.3525819811,437751.6525819809,339725.7,0.0,702426.6322565056,0.0 
 01/03  19:30:00,777477.3525819811,437751.6525819809,339725.7,0.0,704556.514886861,0.0 
 01/03  19:45:00,777477.3525819811,437751.6525819809,339725.7,0.0,707031.6763594971,0.0 
 01/03  20:00:00,777477.3525819811,437751.6525819809,339725.7,0.0,709735.1014860028,0.0 
 01/03  20:15:00,829468.674,489742.97399999995,339725.7,0.0,672475.1537993439,0.0 
 01/03  20:30:00,829468.674,489742.97399999995,339725.7,0.0,677359.3789992519,0.0 
 01/03  20:45:00,829468.674,489742.97399999995,339725.7,0.0,682644.4290354031,0.0 
 01/03  21:00:00,829468.674,489742.97399999995,339725.7,0.0,688197.8775976431,0.0 
 01/03  21:15:00,829468.674,489742.97399999995,339725.7,0.0,694172.7651116285,0.0 
 01/03  21:30:00,829468.674,489742.97399999995,339725.7,0.0,702929.8771067248,0.0 
 01/03  21:45:00,829468.674,489742.97399999995,339725.7,0.0,711738.4238182454,0.0 
 01/03  22:00:00,829468.674,489742.97399999995,339725.7,0.0,720592.3827775663,0.0 
 01/03  22:15:00,696458.992581981,437751.6525819809,258707.34,0.0,798985.5129328822,0.0 
 01/03  22:30:00,696458.992581981,437751.6525819809,258707.34,0.0,801561.5445516808,0.0 
 01/03  22:45:00,696458.992581981,437751.6525819809,258707.34,0.0,803064.8464235433,0.0 
 01/03  23:00:00,696458.992581981,437751.6525819809,258707.34,0.0,803962.915087773,0.0 
