Date/Time,Electricity:Facility [J](TimeStep),InteriorEquipment:Electricity [J](TimeStep),InteriorLights:Electricity [J](TimeStep),DistrictCooling:Facility [J](TimeStep),DistrictHeating:Facility [J](TimeStep),Carbon Equivalent:Facility [kg](TimeStep) 
 01/01  09:15:00,778281.750928512,385762.050928512,392519.7,0.0,455032.8269386594,0.0 
 01/01  09:30:00,778281.750928512,385762.050928512,392519.7,0.0,500718.0572808226,0.0 
 01/01  09:45:00,761805.2130288478,385762.050928512,376043.16210033596,0.0,510108.49615278,0.0 
 01/01  10:00:00,735418.3713927708,385762.050928512,349656.32046425886,0.0,522490.7790493772,0.0 
 01/01  10:15:00,555760.1620657225,281779.4080924739,273980.7539732486,0.0,637161.9797799877,0.0 
 01/01  10:30:00,545062.7218553049,281779.4080924739,263283.31376283089,0.0,639699.3031573922,0.0 
 01/01  10:45:00,539480.6115710031,281779.4080924739,257701.20347852919,0.0,588724.0439448519,0.0 
 01/01  11:00:00,533948.7214612119,281779.4080924739,252169.313368738,0.0,582487.9768845656,0.0 
 01/01  11:15:00,528473.9052726781,281779.4080924739,246694.49718020415,0.0,578037.0102369151,0.0 
 01/01  11:30:00,523066.52399069859,281779.4080924739,241287.11589822465,0.0,573322.4760639435,0.0 
 01/01  11:45:00,507642.22460084009,281779.4080924739,225862.81650836618,0.0,571762.8515108462,0.0 
 01/01  12:00:00,492377.22518902199,281779.4080924739,210597.81709654805,0.0,569928.5215330962,0.0 
 01/01  12:15:00,474960.70959195829,281779.4080924739,193181.3014994843,0.0,574859.2780113143,0.0 
 01/01  12:30:00,457091.21740757199,281779.4080924739,175311.80931509805,0.0,580082.7097178801,0.0 
 01/01  12:45:00,463062.38479285777,281779.4080924739,181282.9767003838,0.0,576827.4401830095,0.0 
 01/01  13:00:00,468832.43332066506,281779.4080924739,187053.0252281911,0.0,573981.141128591,0.0 
 01/01  13:15:00,474548.51186350567,281779.4080924739,192769.10377103173,0.0,569107.3598425741,0.0 
 01/01  13:30:00,480126.3808098314,281779.4080924739,198346.97271735749,0.0,564344.8734861203,0.0 
 01/01  13:45:00,488496.28303417106,281779.4080924739,206716.8749416971,0.0,558725.4003321291,0.0 
 01/01  14:00:00,496745.5548667671,281779.4080924739,214966.14677429319,0.0,553311.0796829076,0.0 
 01/01  14:15:00,504969.41105803658,281779.4080924739,223190.00296556264,0.0,550088.7072709543,0.0 
 01/01  14:30:00,513116.85017434597,281779.4080924739,231337.44208187206,0.0,547127.9832517614,0.0 
 01/01  14:45:00,532443.4026970356,281779.4080924739,250663.99460456163,0.0,540510.3577040214,0.0 
 01/01  15:00:00,551475.9515380561,281779.4080924739,269696.54344558218,0.0,534122.5771315585,0.0 
 01/01  15:15:00,588665.4580924739,281779.4080924739,306886.05,0.0,523601.7023656585,0.0 
 01/01  15:30:00,588665.4580924739,281779.4080924739,306886.05,0.0,527688.3624316583,0.0 
 01/01  15:45:00,588665.4580924739,281779.4080924739,306886.05,0.0,531869.5059908733,0.0 
 01/01  16:00:00,588665.4580924739,281779.4080924739,306886.05,0.0,536184.0570284636,0.0 
 01/01  16:15:00,588665.4580924739,281779.4080924739,306886.05,0.0,541650.0763293067,0.0 
 01/01  16:30:00,588665.4580924739,281779.4080924739,306886.05,0.0,547266.284640996,0.0 
 01/01  16:45:00,588665.4580924739,281779.4080924739,306886.05,0.0,553014.537735411,0.0 
 01/01  17:00:00,588665.4580924739,281779.4080924739,306886.05,0.0,558903.8981691202,0.0 
 01/01  17:15:00,640656.7795104929,333770.729510493,306886.05,0.0,522633.34176161306,0.0 
 01/01  17:30:00,640656.7795104929,333770.729510493,306886.05,0.0,528361.5526980838,0.0 
 01/01  17:45:00,640656.7795104929,333770.729510493,306886.05,0.0,534321.2627613554,0.0 
 01/01  18:00:00,640656.7795104929,333770.729510493,306886.05,0.0,540364.6341595352,0.0 
 01/01  18:15:00,712289.250928512,385762.050928512,326527.2,0.0,488057.9213132367,0.0 
 01/01  18:30:00,712289.250928512,385762.050928512,326527.2,0.0,490748.3287831365,0.0 
 01/01  18:45:00,712289.250928512,385762.050928512,326527.2,0.0,493785.8691365948,0.0 
 01/01  19:00:00,712289.250928512,385762.050928512,326527.2,0.0,496943.46729607638,0.0 
 01/01  19:15:00,777477.3525819811,437751.6525819809,339725.7,0.0,453055.5548961508,0.0 
 01/01  19:30:00,777477.3525819811,437751.6525819809,339725.7,0.0,456428.1786975618,0.0 
 01/01  19:45:00,777477.3525819811,437751.6525819809,339725.7,0.0,460196.5540717526,0.0 
 01/01  20:00:00,777477.3525819811,437751.6525819809,339725.7,0.0,464165.0873666132,0.0 
 01/01  20:15:00,829468.674,489742.97399999995,339725.7,0.0,425457.09539848697,0.0 
 01/01  20:30:00,829468.674,489742.97399999995,339725.7,0.0,428767.11455359138,0.0 
 01/01  20:45:00,829468.674,489742.97399999995,339725.7,0.0,432359.3622725052,0.0 
 01/01  21:00:00,829468.674,489742.97399999995,339725.7,0.0,436124.7270188349,0.0 
 01/01  21:15:00,829468.674,489742.97399999995,339725.7,0.0,440269.3015129531,0.0 
 01/01  21:30:00,829468.674,489742.97399999995,339725.7,0.0,446150.33127674888,0.0 
 01/01  21:45:00,829468.674,489742.97399999995,339725.7,0.0,452237.8708577356,0.0 
 01/01  22:00:00,829468.674,489742.97399999995,339725.7,0.0,458413.0664759906,0.0 
 01/01  22:15:00,696458.992581981,437751.6525819809,258707.34,0.0,537944.9113861852,0.0 
 01/01  22:30:00,696458.992581981,437751.6525819809,258707.34,0.0,542141.5738958754,0.0 
 01/01  22:45:00,696458.992581981,437751.6525819809,258707.34,0.0,545799.465427526,0.0 
 01/01  23:00:00,696458.992581981,437751.6525819809,258707.34,0.0,549305.3938536241,0.0 
 01/01  23:15:00,395147.93951049298,333770.729510493,61377.21,0.0,725823.4025815523,0.0 
 01/01  23:30:00,395147.93951049298,333770.729510493,61377.21,0.0,736421.9436538322,0.0 
 01/01  23:45:00,395147.93951049298,333770.729510493,61377.21,0.0,745363.8977719513,0.0 
 01/01  24:00:00,395147.93951049298,333770.729510493,61377.21,0.0,753840.2855953709,0.0 
 01/02  00:15:00,281779.4080924739,281779.4080924739,0.0,0.0,827087.7488221144,0.0 
 01/02  00:30:00,281779.4080924739,281779.4080924739,0.0,0.0,836478.1386491319,0.0 
 01/02  00:45:00,281779.4080924739,281779.4080924739,0.0,0.0,845116.4918404571,0.0 
 01/02  01:00:00,281779.4080924739,281779.4080924739,0.0,0.0,853391.7747644724,0.0 
 01/02  01:15:00,281779.4080924739,281779.4080924739,0.0,0.0,861785.8095103185,0.0 
 01/02  01:30:00,281779.4080924739,281779.4080924739,0.0,0.0,869925.3322000185,0.0 
 01/02  01:45:00,281779.4080924739,281779.4080924739,0.0,0.0,877814.0935127752,0.0 
 01/02  02:00:00,281779.4080924739,281779.4080924739,0.0,0.0,885451.0352880412,0.0 
 01/02  02:15:00,281779.4080924739,281779.4080924739,0.0,0.0,892684.5701369636,0.0 
 01/02  02:30:00,281779.4080924739,281779.4080924739,0.0,0.0,899741.9971102295,0.0 
 01/02  02:45:00,281779.4080924739,281779.4080924739,0.0,0.0,906643.5913794094,0.0 
 01/02  03:00:00,281779.4080924739,281779.4080924739,0.0,0.0,913422.5957714954,0.0 
 01/02  03:15:00,281779.4080924739,281779.4080924739,0.0,0.0,921830.9092397813,0.0 
 01/02  03:30:00,281779.4080924739,281779.4080924739,0.0,0.0,930151.6748854013,0.0 
 01/02  03:45:00,281779.4080924739,281779.4080924739,0.0,0.0,938392.0644650925,0.0 
 01/02  04:00:00,281779.4080924739,281779.4080924739,0.0,0.0,946555.641180285,0.0 
 01/02  04:15:00,281779.4080924739,281779.4080924739,0.0,0.0,949880.0423654036,0.0 
 01/02  04:30:00,281779.4080924739,281779.4080924739,0.0,0.0,953097.7754375254,0.0 
 01/02  04:45:00,281779.4080924739,281779.4080924739,0.0,0.0,956188.3505845555,0.0 
 01/02  05:00:00,281779.4080924739,281779.4080924739,0.0,0.0,959154.495049311,0.0 
 01/02  05:15:00,281779.4080924739,281779.4080924739,0.0,0.0,963863.6169255814,0.0 
 01/02  05:30:00,281779.4080924739,281779.4080924739,0.0,0.0,968433.0809632905,0.0 
 01/02  05:45:00,281779.4080924739,281779.4080924739,0.0,0.0,972860.4800851896,0.0 
 01/02  06:00:00,281779.4080924739,281779.4080924739,0.0,0.0,977145.7204671071,0.0 
 01/02  06:15:00,301420.55809247397,281779.4080924739,19641.149999999998,0.0,973887.4632417248,0.0 
 01/02  06:30:00,301420.55809247397,281779.4080924739,19641.149999999998,0.0,978190.3295463035,0.0 
 01/02  06:45:00,301420.55809247397,281779.4080924739,19641.149999999998,0.0,982539.0651504789,0.0 
 01/02  07:00:00,301420.55809247397,281779.4080924739,19641.149999999998,0.0,986875.547736562,0.0 
 01/02  07:15:00,778281.750928512,385762.050928512,392519.7,0.0,746556.1305525126,0.0 
 01/02  07:30:00,778281.750928512,385762.050928512,392519.7,0.0,740793.4560318888,0.0 
 01/02  07:45:00,778281.750928512,385762.050928512,392519.7,0.0,738096.0983186106,0.0 
 01/02  08:00:00,778281.750928512,385762.050928512,392519.7,0.0,736203.6870707639,0.0 
 01/02  08:15:00,882262.674,489742.97399999995,392519.7,0.0,647974.991609721,0.0 
 01/02  08:30:00,882262.674,489742.97399999995,392519.7,0.0,644077.1877855571,0.0 
 01/02  08:45:00,882262.674,489742.97399999995,392519.7,0.0,641033.7456307921,0.0 
 01/02  09:00:00,882262.674,489742.97399999995,392519.7,0.0,638466.5566386344,0.0 
 01/02  09:15:00,778281.750928512,385762.050928512,392519.7,0.0,724245.1232520475,0.0 
 01/02  09:30:00,778281.750928512,385762.050928512,392519.7,0.0,724628.8934523735,0.0 
 01/02  09:45:00,761774.5044767116,385762.050928512,376012.45354819975,0.0,731205.0482532074,0.0 
 01/02  10:00:00,735340.9219771364,385762.050928512,349578.87104862448,0.0,742379.0399299865,0.0 
 01/02  10:15:00,555703.0617751429,281779.4080924739,273923.6536826689,0.0,863219.299521631,0.0 
 01/02  10:30:00,544989.4709794766,281779.4080924739,263210.06288700268,0.0,872525.6191970352,0.0 
 01/02  10:45:00,539400.4368403277,281779.4080924739,257621.02874785369,0.0,879305.015628615,0.0 
 01/02  11:00:00,533861.268245285,281779.4080924739,252081.86015281108,0.0,885874.0952523009,0.0 
 01/02  11:15:00,528381.1154312999,281779.4080924739,246601.70733882595,0.0,884349.2299133493,0.0 
 01/02  11:30:00,522968.33240650439,281779.4080924739,241188.92431403046,0.0,882592.074685869,0.0 
 01/02  11:45:00,522731.33345027346,281779.4080924739,240951.92535779955,0.0,878924.2720656118,0.0 
 01/02  12:00:00,522579.43956324658,281779.4080924739,240800.03147077265,0.0,875055.1179913846,0.0 
 01/02  12:15:00,522508.5430034856,281779.4080924739,240729.13491101165,0.0,866131.3910113219,0.0 
 01/02  12:30:00,522515.87333171089,281779.4080924739,240736.46523923698,0.0,856950.5901766328,0.0 
 01/02  12:45:00,525167.8731456669,281779.4080924739,243388.46505319293,0.0,846700.1428973976,0.0 
 01/02  13:00:00,527895.1977254216,281779.4080924739,246115.78963294763,0.0,836237.6869458219,0.0 
 01/02  13:15:00,530692.2690618028,281779.4080924739,248912.86096932883,0.0,818478.2599224749,0.0 
 01/02  13:30:00,533556.2279275259,281779.4080924739,251776.81983505187,0.0,800397.1087778949,0.0 
 01/02  13:45:00,539046.9747094936,281779.4080924739,257267.56661701957,0.0,781168.0968692823,0.0 
 01/02  14:00:00,544589.1312318584,281779.4080924739,262809.7231393844,0.0,761666.7617709689,0.0 
 01/02  14:15:00,550171.1070594487,281779.4080924739,268391.69896697477,0.0,763885.3870472633,0.0 
 01/02  14:30:00,555785.8554902345,281779.4080924739,274006.4473977605,0.0,766229.1399062991,0.0 
 01/02  14:45:00,563963.8487692089,281779.4080924739,282184.44067673498,0.0,767839.0451129464,0.0 
 01/02  15:00:00,572121.9954640914,281779.4080924739,290342.58737161746,0.0,769656.4698413166,0.0 
 01/02  15:15:00,588665.4580924739,281779.4080924739,306886.05,0.0,769173.3257141258,0.0 
 01/02  15:30:00,588665.4580924739,281779.4080924739,306886.05,0.0,775991.3890952135,0.0 
 01/02  15:45:00,588665.4580924739,281779.4080924739,306886.05,0.0,782990.1411872548,0.0 
 01/02  16:00:00,588665.4580924739,281779.4080924739,306886.05,0.0,790166.0805355567,0.0 
 01/02  16:15:00,588665.4580924739,281779.4080924739,306886.05,0.0,793704.7860635605,0.0 
 01/02  16:30:00,588665.4580924739,281779.4080924739,306886.05,0.0,797402.1209557504,0.0 
 01/02  16:45:00,588665.4580924739,281779.4080924739,306886.05,0.0,801212.9145284812,0.0 
 01/02  17:00:00,588665.4580924739,281779.4080924739,306886.05,0.0,805105.5487279689,0.0 
 01/02  17:15:00,640656.7795104929,333770.729510493,306886.05,0.0,769638.8604219244,0.0 
 01/02  17:30:00,640656.7795104929,333770.729510493,306886.05,0.0,776144.5816210073,0.0 
 01/02  17:45:00,640656.7795104929,333770.729510493,306886.05,0.0,782882.6528580036,0.0 
 01/02  18:00:00,640656.7795104929,333770.729510493,306886.05,0.0,789743.3872835375,0.0 
 01/02  18:15:00,712289.250928512,385762.050928512,326527.2,0.0,748990.2052888931,0.0 
 01/02  18:30:00,712289.250928512,385762.050928512,326527.2,0.0,762074.1995068665,0.0 
 01/02  18:45:00,712289.250928512,385762.050928512,326527.2,0.0,775728.7700600016,0.0 
 01/02  19:00:00,712289.250928512,385762.050928512,326527.2,0.0,789714.6813427436,0.0 
 01/02  19:15:00,777477.3525819811,437751.6525819809,339725.7,0.0,740784.1695672157,0.0 
 01/02  19:30:00,777477.3525819811,437751.6525819809,339725.7,0.0,737583.6937248558,0.0 
 01/02  19:45:00,777477.3525819811,437751.6525819809,339725.7,0.0,734779.9004397488,0.0 
 01/02  20:00:00,777477.3525819811,437751.6525819809,339725.7,0.0,732137.861016171,0.0 
 01/02  20:15:00,829468.674,489742.97399999995,339725.7,0.0,681519.6754101466,0.0 
 01/02  20:30:00,829468.674,489742.97399999995,339725.7,0.0,672875.0261463017,0.0 
 01/02  20:45:00,829468.674,489742.97399999995,339725.7,0.0,664413.5761766941,0.0 
 01/02  21:00:00,829468.674,489742.97399999995,339725.7,0.0,655988.9388251423,0.0 
 01/02  21:15:00,829468.674,489742.97399999995,339725.7,0.0,645982.3481666038,0.0 
 01/02  21:30:00,829468.674,489742.97399999995,339725.7,0.0,638580.9217252559,0.0 
 01/02  21:45:00,829468.674,489742.97399999995,339725.7,0.0,631161.5721137421,0.0 
 01/02  22:00:00,829468.674,489742.97399999995,339725.7,0.0,623739.3155109878,0.0 
 01/02  22:15:00,696458.992581981,437751.6525819809,258707.34,0.0,705664.8320609224,0.0 
 01/02  22:30:00,696458.992581981,437751.6525819809,258707.34,0.0,712030.3598049898,0.0 
 01/02  22:45:00,696458.992581981,437751.6525819809,258707.34,0.0,717788.0573451237,0.0 
 01/02  23:00:00,696458.992581981,437751.6525819809,258707.34,0.0,723465.9235006587,0.0 
 01/02  23:15:00,395147.93951049298,333770.729510493,61377.21,0.0,906266.6373144207,0.0 
 01/02  23:30:00,395147.93951049298,333770.729510493,61377.21,0.0,921995.739866183,0.0 
 01/02  23:45:00,395147.93951049298,333770.729510493,61377.21,0.0,936131.1960837459,0.0 
 01/02  24:00:00,395147.93951049298,333770.729510493,61377.21,0.0,949964.555408699,0.0 
 01/03  00:15:00,281779.4080924739,281779.4080924739,0.0,0.0,1023160.1527849712,0.0 
 01/03  00:30:00,281779.4080924739,281779.4080924739,0.0,0.0,1031489.287836726,0.0 
 01/03  00:45:00,281779.4080924739,281779.4080924739,0.0,0.0,1039044.1672371288,0.0 
 01/03  01:00:00,281779.4080924739,281779.4080924739,0.0,0.0,1046222.0210568806,0.0 
 01/03  01:15:00,281779.4080924739,281779.4080924739,0.0,0.0,1052433.4486794265,0.0 
 01/03  01:30:00,281779.4080924739,281779.4080924739,0.0,0.0,1058377.4267991565,0.0 
 01/03  01:45:00,281779.4080924739,281779.4080924739,0.0,0.0,1063982.804884963,0.0 
 01/03  02:00:00,281779.4080924739,281779.4080924739,0.0,0.0,1069266.1665432766,0.0 
 01/03  02:15:00,281779.4080924739,281779.4080924739,0.0,0.0,1073928.2918880005,0.0 
 01/03  02:30:00,281779.4080924739,281779.4080924739,0.0,0.0,1078149.5199823334,0.0 
 01/03  02:45:00,281779.4080924739,281779.4080924739,0.0,0.0,1082115.133878211,0.0 
 01/03  03:00:00,281779.4080924739,281779.4080924739,0.0,0.0,1085757.1077213553,0.0 
 01/03  03:15:00,281779.4080924739,281779.4080924739,0.0,0.0,1088819.598956368,0.0 
 01/03  03:30:00,281779.4080924739,281779.4080924739,0.0,0.0,1091620.752332503,0.0 
 01/03  03:45:00,281779.4080924739,281779.4080924739,0.0,0.0,1094200.2573009814,0.0 
 01/03  04:00:00,281779.4080924739,281779.4080924739,0.0,0.0,1096559.386286045,0.0 
 01/03  04:15:00,281779.4080924739,281779.4080924739,0.0,0.0,1099778.2654479338,0.0 
 01/03  04:30:00,281779.4080924739,281779.4080924739,0.0,0.0,1102925.285687866,0.0 
 01/03  04:45:00,281779.4080924739,281779.4080924739,0.0,0.0,1105966.544607501,0.0 
 01/03  05:00:00,281779.4080924739,281779.4080924739,0.0,0.0,1108920.4563445147,0.0 
 01/03  05:15:00,281779.4080924739,281779.4080924739,0.0,0.0,1115582.5481738803,0.0 
 01/03  05:30:00,281779.4080924739,281779.4080924739,0.0,0.0,1118306.0053332162,0.0 
 01/03  05:45:00,281779.4080924739,281779.4080924739,0.0,0.0,1120919.6938479683,0.0 
 01/03  06:00:00,281779.4080924739,281779.4080924739,0.0,0.0,1123441.2420638605,0.0 
 01/03  06:15:00,608306.608092474,281779.4080924739,326527.2,0.0,982945.1515930501,0.0 
 01/03  06:30:00,608306.608092474,281779.4080924739,326527.2,0.0,975705.636447071,0.0 
 01/03  06:45:00,608306.608092474,281779.4080924739,326527.2,0.0,970971.1566589027,0.0 
 01/03  07:00:00,608306.608092474,281779.4080924739,326527.2,0.0,966870.6089130845,0.0 
 01/03  07:15:00,778281.750928512,385762.050928512,392519.7,0.0,848639.665630599,0.0 
 01/03  07:30:00,778281.750928512,385762.050928512,392519.7,0.0,843099.5608925151,0.0 
 01/03  07:45:00,778281.750928512,385762.050928512,392519.7,0.0,838885.8238814297,0.0 
 01/03  08:00:00,778281.750928512,385762.050928512,392519.7,0.0,835417.1543859819,0.0 
 01/03  08:15:00,882262.674,489742.97399999995,392519.7,0.0,738952.5924410701,0.0 
 01/03  08:30:00,882262.674,489742.97399999995,392519.7,0.0,723745.3504639538,0.0 
 01/03  08:45:00,882262.674,489742.97399999995,392519.7,0.0,709085.349151873,0.0 
 01/03  09:00:00,882262.674,489742.97399999995,392519.7,0.0,694500.8136474532,0.0 
 01/03  09:15:00,778281.750928512,385762.050928512,392519.7,0.0,776349.7071111215,0.0 
 01/03  09:30:00,778281.750928512,385762.050928512,392519.7,0.0,775570.1778229466,0.0 
 01/03  09:45:00,746774.4888423999,385762.050928512,361012.4379138881,0.0,786255.7742484722,0.0 
 01/03  10:00:00,696147.4523953649,385762.050928512,310385.401466853,0.0,805417.7728687385,0.0 
 01/03  10:15:00,523880.39597264587,281779.4080924739,242100.98788017193,0.0,915639.3875022576,0.0 
 01/03  10:30:00,501134.6702743631,281779.4080924739,219355.26218188916,0.0,923279.3993526856,0.0 
 01/03  10:45:00,493113.68410447568,281779.4080924739,211334.27601200174,0.0,924885.4137937568,0.0 
 01/03  11:00:00,484921.4503889175,281779.4080924739,203142.0422964436,0.0,926107.4334995606,0.0 
 01/03  11:15:00,476677.06449762036,281779.4080924739,194897.6564051464,0.0,926364.5165403918,0.0 
 01/03  11:30:00,468256.0884241414,281779.4080924739,186476.68033166749,0.0,926384.1184292114,0.0 
 01/03  11:45:00,483584.1129954002,281779.4080924739,201804.70490292629,0.0,918000.1676470537,0.0 
 01/03  12:00:00,497272.71163014476,281779.4080924739,215493.3035376708,0.0,910191.5489801425,0.0 
 01/03  12:15:00,509745.03748652266,281779.4080924739,227965.62939404869,0.0,907172.7514449458,0.0 
 01/03  12:30:00,522490.7803585814,281779.4080924739,240711.37226610748,0.0,904127.984414862,0.0 
 01/03  12:45:00,525139.6098028533,281779.4080924739,243360.20171037934,0.0,904405.0306682715,0.0 
 01/03  13:00:00,527863.3868242662,281779.4080924739,246083.97873179223,0.0,904411.7401724497,0.0 
 01/03  13:15:00,530658.8803123614,281779.4080924739,248879.47221988743,0.0,885739.6822196465,0.0 
 01/03  13:30:00,533520.5160372385,281779.4080924739,251741.1079447646,0.0,866548.2764639531,0.0 
 01/03  13:45:00,528816.176898678,281779.4080924739,247036.768806204,0.0,849505.8621214598,0.0 
 01/03  14:00:00,524346.0354235668,281779.4080924739,242566.6273310928,0.0,832045.2733197671,0.0 
 01/03  14:15:00,519188.1119896945,281779.4080924739,237408.70389722056,0.0,819963.3957582464,0.0 
 01/03  14:30:00,513299.8937444875,281779.4080924739,231520.48565201355,0.0,808037.912734251,0.0 
 01/03  14:45:00,532558.667631833,281779.4080924739,250779.25953935903,0.0,787352.013168195,0.0 
 01/03  15:00:00,551521.4005874298,281779.4080924739,269741.99249495586,0.0,766713.8083396864,0.0 
 01/03  15:15:00,588665.4580924739,281779.4080924739,306886.05,0.0,770514.2169491728,0.0 
 01/03  15:30:00,588665.4580924739,281779.4080924739,306886.05,0.0,789082.280641647,0.0 
 01/03  15:45:00,588665.4580924739,281779.4080924739,306886.05,0.0,808043.7707587486,0.0 
 01/03  16:00:00,588665.4580924739,281779.4080924739,306886.05,0.0,827567.2298652349,0.0 
 01/03  16:15:00,588665.4580924739,281779.4080924739,306886.05,0.0,842887.1124272737,0.0 
 01/03  16:30:00,588665.4580924739,281779.4080924739,306886.05,0.0,858567.0050703377,0.0 
 01/03  16:45:00,588665.4580924739,281779.4080924739,306886.05,0.0,874608.9390652469,0.0 
 01/03  17:00:00,588665.4580924739,281779.4080924739,306886.05,0.0,891020.9247859842,0.0 
 01/03  17:15:00,640656.7795104929,333770.729510493,306886.05,0.0,854201.2395228972,0.0 
 01/03  17:30:00,640656.7795104929,333770.729510493,306886.05,0.0,859526.1945721656,0.0 
 01/03  17:45:00,640656.7795104929,333770.729510493,306886.05,0.0,865244.095467807,0.0 
 01/03  18:00:00,640656.7795104929,333770.729510493,306886.05,0.0,871198.0723533114,0.0 
 01/03  18:15:00,712289.250928512,385762.050928512,326527.2,0.0,819409.8117623197,0.0 
 01/03  18:30:00,712289.250928512,385762.050928512,326527.2,0.0,821367.4646236429,0.0 
 01/03  18:45:00,712289.250928512,385762.050928512,326527.2,0.0,823742.7713993201,0.0 
 01/03  19:00:00,712289.250928512,385762.050928512,326527.2,0.0,826251.2571778209,0.0 
 01/03  19:15:00,777477.3525819811,437751.6525819809,339725.7,0.0,781671.4124108364,0.0 
 01/03  19:30:00,777477.3525819811,437751.6525819809,339725.7,0.0,783362.7859756746,0.0 
 01/03  19:45:00,777477.3525819811,437751.6525819809,339725.7,0.0,785418.3116163518,0.0 
 01/03  20:00:00,777477.3525819811,437751.6525819809,339725.7,0.0,787630.2939408866,0.0 
 01/03  20:15:00,829468.674,489742.97399999995,339725.7,0.0,747615.6586337404,0.0 
 01/03  20:30:00,829468.674,489742.97399999995,339725.7,0.0,749608.6140683353,0.0 
 01/03  20:45:00,829468.674,489742.97399999995,339725.7,0.0,751882.4640719239,0.0 
 01/03  21:00:00,829468.674,489742.97399999995,339725.7,0.0,754332.9883875786,0.0 
 01/03  21:15:00,829468.674,489742.97399999995,339725.7,0.0,755656.0344160039,0.0 
 01/03  21:30:00,829468.674,489742.97399999995,339725.7,0.0,759813.3118941278,0.0 
 01/03  21:45:00,829468.674,489742.97399999995,339725.7,0.0,764110.2472435479,0.0 
 01/03  22:00:00,829468.674,489742.97399999995,339725.7,0.0,768535.4859519173,0.0 
 01/03  22:15:00,696458.992581981,437751.6525819809,258707.34,0.0,850528.9361022477,0.0 
