Date/Time,Electricity:Facility [J](Hourly),InteriorEquipment:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),DistrictCooling:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Carbon Equivalent:Facility [kg](Hourly) 
 09/17  16:00:00,1884907.9633058804,1197395.0195587199,687512.9437471604,0.0,0.0,0.0 
 09/17  17:00:00,2207960.673830315,1254434.648754312,953526.0250760029,0.0,0.0,0.0 
 09/17  18:00:00,2575330.0485416075,1311474.2779499039,1263855.7705917033,0.0,0.0,0.0 
 09/17  19:00:00,2861332.7516887418,1368511.738404408,1492821.013284334,0.0,0.0,0.0 
 09/17  20:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,0.0,0.0 
 09/17  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,0.0,0.0 
 09/17  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,0.0,0.0 
 09/17  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,0.0,0.0 
 09/17  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 09/18  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 09/18  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 09/18  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 09/18  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 09/18  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 09/18  06:00:00,2643916.4195587199,1197395.0195587199,1446521.4,0.0,0.0,0.0 
 09/18  07:00:00,1602028.0295699523,1311474.2779499039,290553.75162004839,0.0,0.0,0.0 
 09/18  08:00:00,2169776.0066731569,1425551.3676,744224.6390731565,0.0,0.0,0.0 
 09/18  09:00:00,2094686.5269236544,1311474.2779499039,783212.2489737505,0.0,0.0,0.0 
 09/18  10:00:00,1664143.4818799336,1197395.0195587199,466748.46232121359,0.0,0.0,0.0 
 09/18  11:00:00,1418703.299252097,1197395.0195587199,221308.27969337716,0.0,0.0,0.0 
 09/18  12:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 09/18  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 09/18  14:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 09/18  15:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 09/18  16:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 09/18  17:00:00,1390330.508754312,1254434.648754312,135895.86,0.0,0.0,0.0 
 09/18  18:00:00,2122495.4819732934,1311474.2779499039,811021.2040233893,0.0,0.0,0.0 
 09/18  19:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,0.0,0.0 
 09/18  20:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,0.0,0.0 
 09/18  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,0.0,0.0 
 09/18  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,0.0,0.0 
 09/18  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,0.0,0.0 
 09/18  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 09/19  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 09/19  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 09/19  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 09/19  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 09/19  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 09/19  06:00:00,2643916.4195587199,1197395.0195587199,1446521.4,0.0,0.0,0.0 
 09/19  07:00:00,2244957.571594048,1311474.2779499039,933483.2936441437,0.0,0.0,0.0 
 09/19  08:00:00,1600493.1876,1425551.3676,174941.81999999999,0.0,0.0,0.0 
 09/19  09:00:00,1754574.8934862349,1311474.2779499039,443100.61553633099,0.0,0.0,0.0 
 09/19  10:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 09/19  11:00:00,1370020.690488481,1197395.0195587199,172625.67092976106,0.0,0.0,0.0 
 09/19  12:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 09/19  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 09/19  14:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 09/19  15:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 09/19  16:00:00,1580086.9773416257,1197395.0195587199,382691.9577829056,0.0,0.0,0.0 
 09/19  17:00:00,2207581.03553512,1254434.648754312,953146.386780808,0.0,0.0,0.0 
 09/19  18:00:00,2666249.3682514938,1311474.2779499039,1354775.0903015899,0.0,0.0,0.0 
 09/19  19:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,0.0,0.0 
 09/19  20:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,0.0,0.0 
 09/19  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,0.0,0.0 
 09/19  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,0.0,0.0 
 09/19  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,0.0,0.0 
 09/19  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 09/20  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,0.0,0.0 
 09/20  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,25690.45687748101,0.0 
 09/20  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,112855.92345503475,0.0 
 09/20  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,199326.1171017516,0.0 
 09/20  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,281346.3135744316,0.0 
 09/20  06:00:00,2643916.4195587199,1197395.0195587199,1446521.4,0.0,360111.0345153049,0.0 
 09/20  07:00:00,2869311.347843579,1311474.2779499039,1557837.0698936748,0.0,248636.09188198858,0.0 
 09/20  08:00:00,2594667.2451532955,1425551.3676,1169115.8775532956,0.0,260231.88002411673,0.0 
 09/20  09:00:00,2280781.130462954,1311474.2779499039,969306.8525130495,0.0,345357.1932731446,0.0 
 09/20  10:00:00,1705925.855191125,1197395.0195587199,508530.8356324049,0.0,378749.70657438956,0.0 
 09/20  11:00:00,1419606.9273374708,1197395.0195587199,222211.90777875074,0.0,280206.8981943934,0.0 
 09/20  12:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,64248.67241150257,0.0 
 09/20  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 09/20  14:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 09/20  15:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 09/20  16:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,0.0,0.0 
 09/20  17:00:00,1457556.5625725922,1254434.648754312,203121.91381828016,0.0,0.0,0.0 
 09/20  18:00:00,2451095.509673471,1311474.2779499039,1139621.231723567,0.0,0.0,0.0 
 09/20  19:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,0.0,0.0 
 09/20  20:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,0.0,0.0 
 09/20  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,47181.7864605644,0.0 
 09/20  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,181171.03790599743,0.0 
 09/20  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,350206.14688925576,0.0 
 09/20  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,449069.1449933306,0.0 
 09/21  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,542276.2719750013,0.0 
 09/21  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,647949.9731623004,0.0 
 09/21  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,720136.4318835401,0.0 
 09/21  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,746198.028641853,0.0 
 09/21  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,744161.2223498563,0.0 
 09/21  06:00:00,2643916.4195587199,1197395.0195587199,1446521.4,0.0,740166.851787426,0.0 
 09/21  07:00:00,1628035.2478250608,1311474.2779499039,316560.96987515696,0.0,411732.59370978226,0.0 
 09/21  08:00:00,1600493.1876,1425551.3676,174941.81999999999,0.0,4431.768774653343,0.0 
 09/21  09:00:00,1887140.0484945935,1311474.2779499039,575665.7705446895,0.0,159905.01125676739,0.0 
 09/21  10:00:00,1720331.6525641639,1197395.0195587199,522936.6330054437,0.0,329180.7365258601,0.0 
 09/21  11:00:00,1498475.868123022,1197395.0195587199,301080.848564302,0.0,338045.3410130745,0.0 
 09/21  12:00:00,1357718.7704054856,1197395.0195587199,160323.75084676577,0.0,314221.2922465975,0.0 
 09/21  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,270649.6140655299,0.0 
 09/21  14:00:00,1355758.5028789934,1197395.0195587199,158363.48332027347,0.0,254564.20824086545,0.0 
 09/21  15:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,140531.00082843979,0.0 
 09/21  16:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,106987.24139948818,0.0 
 09/21  17:00:00,1415130.6530170646,1254434.648754312,160696.00426275249,0.0,45136.13287594883,0.0 
 09/21  18:00:00,2408521.945707252,1311474.2779499039,1097047.6677573475,0.0,94269.08028182389,0.0 
 09/21  19:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,164679.10301887393,0.0 
 09/21  20:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,206220.70686693977,0.0 
 09/21  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,247656.45746834007,0.0 
 09/21  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,311142.18843495225,0.0 
 09/21  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,431493.23417892979,0.0 
 09/21  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,487919.78037185428,0.0 
 09/22  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,512780.6928262682,0.0 
 09/22  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,535338.1009869579,0.0 
 09/22  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,554174.3136568525,0.0 
 09/22  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,578852.0899410679,0.0 
 09/22  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,589846.4518918457,0.0 
 09/22  06:00:00,2643916.4195587199,1197395.0195587199,1446521.4,0.0,593750.6975599566,0.0 
 09/22  07:00:00,1705784.952923252,1311474.2779499039,394310.67497334818,0.0,325103.5313805836,0.0 
 09/22  08:00:00,1600493.1876,1425551.3676,174941.81999999999,0.0,0.0,0.0 
 09/22  09:00:00,1903916.5139228006,1311474.2779499039,592442.2359728963,0.0,103060.94161858254,0.0 
 09/22  10:00:00,1560414.990299479,1197395.0195587199,363019.9707407592,0.0,211943.01828899154,0.0 
 09/22  11:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,116492.32493614906,0.0 
 09/22  12:00:00,1343804.798927832,1197395.0195587199,146409.7793691121,0.0,98132.4843251932,0.0 
 09/22  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,50482.404547511745,0.0 
 09/22  14:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,2624.599603286906,0.0 
 09/22  15:00:00,1601837.0479896262,1197395.0195587199,404442.02843090638,0.0,15651.179587428123,0.0 
 09/22  16:00:00,1959975.6463326768,1197395.0195587199,762580.6267739566,0.0,56973.85074350164,0.0 
 09/22  17:00:00,2291912.1946012817,1254434.648754312,1037477.5458469696,0.0,75417.00763917109,0.0 
 09/22  18:00:00,2683486.1719270509,1311474.2779499039,1372011.8939771467,0.0,77822.55122955858,0.0 
 09/22  19:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,52612.74615853656,0.0 
 09/22  20:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,53924.24814792131,0.0 
 09/22  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,114279.0645082829,0.0 
 09/22  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,206957.06971138327,0.0 
 09/22  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,320971.40049817939,0.0 
 09/22  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,377456.58805614939,0.0 
 09/23  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,410519.13445616027,0.0 
 09/23  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,438572.86038494537,0.0 
 09/23  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,461726.4711295548,0.0 
 09/23  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,483502.6132245385,0.0 
 09/23  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,502348.17113314059,0.0 
 09/23  06:00:00,1284957.8195587199,1197395.0195587199,87562.8,0.0,522218.6966641345,0.0 
 09/23  07:00:00,2254693.965270708,1311474.2779499039,943219.6873208039,0.0,338015.7640235078,0.0 
 09/23  08:00:00,1600493.1876,1425551.3676,174941.81999999999,0.0,21542.87986570379,0.0 
 09/23  09:00:00,1910207.3899671038,1311474.2779499039,598733.1120172,0.0,195693.47301168,0.0 
 09/23  10:00:00,1754843.4435884604,1197395.0195587199,557448.4240297404,0.0,307591.09075153458,0.0 
 09/23  11:00:00,1535777.3025183143,1197395.0195587199,338382.2829595943,0.0,294017.6372514775,0.0 
 09/23  12:00:00,1415537.7589738216,1197395.0195587199,218142.7394151016,0.0,278996.4958319244,0.0 
 09/23  13:00:00,1450589.980548459,1197395.0195587199,253194.96098973935,0.0,257202.01401289609,0.0 
 09/23  14:00:00,1556782.041361893,1197395.0195587199,359387.021803173,0.0,243222.97674551389,0.0 
 09/23  15:00:00,1733869.6204919229,1197395.0195587199,536474.6009332029,0.0,234802.2535935001,0.0 
 09/23  16:00:00,1987845.4121382205,1197395.0195587199,790450.3925795003,0.0,248996.3143313682,0.0 
 09/23  17:00:00,2295954.526575706,1254434.648754312,1041519.877821394,0.0,252469.5335315935,0.0 
 09/23  18:00:00,2683937.58591577,1311474.2779499039,1372463.3079658657,0.0,259598.06733562804,0.0 
 09/23  19:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,229622.96906235466,0.0 
 09/23  20:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,211390.42055425037,0.0 
 09/23  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,223694.59395258485,0.0 
 09/23  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,266212.5688555501,0.0 
 09/23  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,374759.9902077377,0.0 
 09/23  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,424377.36745755767,0.0 
 09/24  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,437756.3526426424,0.0 
 09/24  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,451752.4256240302,0.0 
 09/24  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,457607.5506951703,0.0 
 09/24  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,470378.11656225766,0.0 
 09/24  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,482640.40013689696,0.0 
 09/24  06:00:00,1284957.8195587199,1197395.0195587199,87562.8,0.0,489369.04519367907,0.0 
 09/24  07:00:00,2933172.8544623076,1311474.2779499039,1621698.5765124043,0.0,322012.1688587568,0.0 
 09/24  08:00:00,2623866.454317257,1425551.3676,1198315.086717257,0.0,308870.4817682284,0.0 
 09/24  09:00:00,2201683.935532841,1311474.2779499039,890209.657582937,0.0,389998.4559130463,0.0 
 09/24  10:00:00,1786893.5060875787,1197395.0195587199,589498.4865288587,0.0,426337.62648756566,0.0 
 09/24  11:00:00,1570770.532403088,1197395.0195587199,373375.5128443678,0.0,373089.03103317596,0.0 
 09/24  12:00:00,1446453.8364864009,1197395.0195587199,249058.81692768096,0.0,331649.64514843266,0.0 
 09/24  13:00:00,1453721.9722947607,1197395.0195587199,256326.95273604076,0.0,358204.4102048638,0.0 
 09/24  14:00:00,1563924.0750870335,1197395.0195587199,366529.0555283132,0.0,352936.88323871689,0.0 
 09/24  15:00:00,1763671.5712400515,1197395.0195587199,566276.5516813314,0.0,471767.92464044436,0.0 
 09/24  16:00:00,1643858.4229988915,1197395.0195587199,446463.4034401715,0.0,513183.0972805804,0.0 
 09/24  17:00:00,1390330.508754312,1254434.648754312,135895.86,0.0,432359.5024946021,0.0 
 09/24  18:00:00,2153788.5356559038,1311474.2779499039,842314.2577059994,0.0,792102.4665876203,0.0 
 09/24  19:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,567357.8924786075,0.0 
 09/24  20:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,563203.0897170361,0.0 
 09/24  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,715648.8553025719,0.0 
 09/24  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,889954.1781284926,0.0 
 09/24  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,1363636.402339079,0.0 
 09/24  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,2055202.5511376262,0.0 
 09/25  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,2129234.8905334465,0.0 
 09/25  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,2191374.47731874,0.0 
 09/25  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,2241873.698077833,0.0 
 09/25  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,2289170.4043632529,0.0 
 09/25  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,1860189.4213403208,0.0 
 09/25  06:00:00,2643916.4195587199,1197395.0195587199,1446521.4,0.0,1166854.2268338705,0.0 
 09/25  07:00:00,1996444.3232227069,1311474.2779499039,684970.0452728029,0.0,1182709.8638181906,0.0 
 09/25  08:00:00,1600493.1876,1425551.3676,174941.81999999999,0.0,72700.80220587901,0.0 
 09/25  09:00:00,1933488.5046227873,1311474.2779499039,622014.226672883,0.0,102464.80947903777,0.0 
 09/25  10:00:00,1788359.0258501487,1197395.0195587199,590964.0062914287,0.0,244306.45623150448,0.0 
 09/25  11:00:00,1571370.1374927373,1197395.0195587199,373975.11793401718,0.0,230761.94917717007,0.0 
 09/25  12:00:00,1445813.5889914279,1197395.0195587199,248418.5694327079,0.0,215128.56017012819,0.0 
 09/25  13:00:00,1452954.8615202287,1197395.0195587199,255559.84196150898,0.0,206216.76263427732,0.0 
 09/25  14:00:00,1564463.5533238846,1197395.0195587199,367068.53376516446,0.0,218579.50780363978,0.0 
 09/25  15:00:00,1764249.9968567875,1197395.0195587199,566854.9772980673,0.0,255733.15989600033,0.0 
 09/25  16:00:00,2020405.6536168499,1197395.0195587199,823010.6340581297,0.0,177882.75829857565,0.0 
 09/25  17:00:00,2041501.7849125365,1254434.648754312,787067.1361582242,0.0,259570.39427157906,0.0 
 09/25  18:00:00,2163046.2838943267,1311474.2779499039,851572.0059444226,0.0,893024.0758063942,0.0 
 09/25  19:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,141253.4620560434,0.0 
 09/25  20:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,160609.0070442551,0.0 
 09/25  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,195783.58160065133,0.0 
 09/25  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,248224.00133749803,0.0 
 09/25  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,351675.3141609783,0.0 
 09/25  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,413383.17196665777,0.0 
 09/26  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,474226.35285597949,0.0 
 09/26  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,526472.7917612852,0.0 
 09/26  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,568970.8448188258,0.0 
 09/26  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,581850.1229019323,0.0 
 09/26  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,585336.7881762615,0.0 
 09/26  06:00:00,2643916.4195587199,1197395.0195587199,1446521.4,0.0,562507.8704231025,0.0 
 09/26  07:00:00,2942926.605504241,1311474.2779499039,1631452.3275543368,0.0,399591.0643041961,0.0 
 09/26  08:00:00,2674877.1335500155,1425551.3676,1249325.7659500156,0.0,392104.23224096119,0.0 
 09/26  09:00:00,2236224.8494221258,1311474.2779499039,924750.5714722214,0.0,507835.95747105477,0.0 
 09/26  10:00:00,1818272.6806880309,1197395.0195587199,620877.6611293109,0.0,586701.2124313075,0.0 
 09/26  11:00:00,1607718.5037803588,1197395.0195587199,410323.48422163855,0.0,525687.6639073443,0.0 
 09/26  12:00:00,1507334.6477594362,1197395.0195587199,309939.62820071619,0.0,455977.70823742766,0.0 
 09/26  13:00:00,1489945.759055016,1197395.0195587199,292550.73949629618,0.0,425249.2697960541,0.0 
 09/26  14:00:00,1545968.9780602963,1197395.0195587199,348573.95850157647,0.0,421137.07786173778,0.0 
 09/26  15:00:00,1413784.9475238829,1197395.0195587199,216389.927965163,0.0,381229.84575001386,0.0 
 09/26  16:00:00,1385880.133425674,1197395.0195587199,188485.11386695389,0.0,724480.5436808744,0.0 
 09/26  17:00:00,2243864.514177889,1254434.648754312,989429.8654235766,0.0,526896.620586548,0.0 
 09/26  18:00:00,2698686.70093026,1311474.2779499039,1387212.4229803556,0.0,476552.9121678719,0.0 
 09/26  19:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,341256.09661382497,0.0 
 09/26  20:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,348411.63899947379,0.0 
 09/26  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,371408.1155502259,0.0 
 09/26  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,409057.11765438798,0.0 
 09/26  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,499435.6257846734,0.0 
 09/26  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,560194.7380039006,0.0 
 09/27  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,602156.5898392148,0.0 
 09/27  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,638906.2119787196,0.0 
 09/27  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,665404.6706169015,0.0 
 09/27  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,698571.8477434127,0.0 
 09/27  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,757148.2588023897,0.0 
 09/27  06:00:00,2643916.4195587199,1197395.0195587199,1446521.4,0.0,756257.761129421,0.0 
 09/27  07:00:00,2781546.8257095089,1311474.2779499039,1470072.5477596047,0.0,593956.0147437619,0.0 
 09/27  08:00:00,1932886.5250564055,1425551.3676,507335.1574564055,0.0,463237.733453419,0.0 
 09/27  09:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,0.0,111138.78962884605,0.0 
 09/27  10:00:00,1635305.9651390836,1197395.0195587199,437910.9455803635,0.0,280945.74214447019,0.0 
 09/27  11:00:00,1637256.1006824375,1197395.0195587199,439861.0811237174,0.0,289674.4929604174,0.0 
 09/27  12:00:00,1443462.0572941455,1197395.0195587199,246067.03773542576,0.0,237439.60316142909,0.0 
 09/27  13:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,128524.79427626373,0.0 
 09/27  14:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,9409.81686206405,0.0 
 09/27  15:00:00,1333290.87955872,1197395.0195587199,135895.86,0.0,2367.8445502823067,0.0 
 09/27  16:00:00,1535402.068659018,1197395.0195587199,338007.0491002982,0.0,50401.68660935527,0.0 
 09/27  17:00:00,1390330.508754312,1254434.648754312,135895.86,0.0,63889.794647226154,0.0 
 09/27  18:00:00,2245111.20089482,1311474.2779499039,933636.9229449161,0.0,509217.7889753874,0.0 
 09/27  19:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,91157.08241581547,0.0 
 09/27  20:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,120147.5749896782,0.0 
 09/27  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,174966.25149494783,0.0 
 09/27  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,256044.116656751,0.0 
 09/27  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,385029.01454749717,0.0 
 09/27  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,434625.28555996759,0.0 
 09/28  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,444946.2851791314,0.0 
 09/28  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,475381.8007851671,0.0 
 09/28  03:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,531248.7995537963,0.0 
 09/28  04:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,607940.5839415501,0.0 
 09/28  05:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,652254.4258452779,0.0 
 09/28  06:00:00,2643916.4195587199,1197395.0195587199,1446521.4,0.0,608029.1341155268,0.0 
 09/28  07:00:00,2135656.615977564,1311474.2779499039,824182.33802766,0.0,395016.6008642702,0.0 
 09/28  08:00:00,1600493.1876,1425551.3676,174941.81999999999,0.0,39352.227574445824,0.0 
 09/28  09:00:00,1486416.097949904,1311474.2779499039,174941.81999999999,0.0,0.0,0.0 
 09/28  10:00:00,1635858.4017169383,1197395.0195587199,438463.38215821838,0.0,28076.328581594913,0.0 
 09/28  11:00:00,1633133.5197553093,1197395.0195587199,435738.50019658918,0.0,62145.88052428921,0.0 
 09/28  12:00:00,1515062.7983760695,1197395.0195587199,317667.77881734937,0.0,44267.13009411462,0.0 
 09/28  13:00:00,1521183.4947411775,1197395.0195587199,323788.4751824575,0.0,30833.728582520944,0.0 
 09/28  14:00:00,1629233.0435602153,1197395.0195587199,431838.02400149535,0.0,42659.5458116596,0.0 
 09/28  15:00:00,1823677.72641451,1197395.0195587199,626282.7068557902,0.0,65005.94827480339,0.0 
 09/28  16:00:00,2056453.4505892294,1197395.0195587199,859058.4310305097,0.0,80802.57410502994,0.0 
 09/28  17:00:00,2168084.515801166,1254434.648754312,913649.867046854,0.0,67671.6475592193,0.0 
 09/28  18:00:00,2372903.819548402,1311474.2779499039,1061429.541598498,0.0,55455.686034952974,0.0 
 09/28  19:00:00,2875612.498404408,1368511.738404408,1507100.76,0.0,46250.335955531125,0.0 
 09/28  20:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,38846.87868282488,0.0 
 09/28  21:00:00,2932652.1276000004,1425551.3676,1507100.76,0.0,49731.33801787748,0.0 
 09/28  22:00:00,2516257.978404408,1368511.738404408,1147746.24,0.0,114572.4923379538,0.0 
 09/28  23:00:00,1526226.368754312,1254434.648754312,271791.72,0.0,266271.3752907653,0.0 
 09/28  24:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,340304.1114945008,0.0 
 09/29  01:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,374655.3077179149,0.0 
 09/29  02:00:00,1197395.0195587199,1197395.0195587199,0.0,0.0,391650.84925928557,0.0 
